c_ine;no_municipio;id_provincia;is_capital_prov;is_capital_comaut;nu_poblacion;geo_latitude_etrs89;geo_longitude_etrs89;geo_altura;geo_superficie;geo_perimetro;geo_hoja_etrs89
8276;TAGAMANENT;8;0;0;340;41,73876;2,266237;345;4350;32369;0364-3
8277;TALAMANCA;8;0;0;219;41,73773;1,977506;555;2929;34354;0363-3
8278;TARADELL;8;0;0;6699;41,87339;2,287766;631;2661;34864;0332-3
8275;TAVÈRNOLES;8;0;0;329;41,95229;2,32714;552;1889;26510;0332-2
8280;TAVERTET;8;0;0;116;41,99557;2,419932;857;3279;36482;0332-2
8281;TEIÀ;8;0;0;6635;41,50009;2,319663;119;672;13147;0393-4,0421-2
8279;TERRASSA;8;0;0;224114;41,56236;2,012151;281;7011;60358;0392-4
8282;TIANA;8;0;0;9110;41,48461;2,268282;137;795;12482;0421-1
8283;TONA;8;0;0;8368;41,85003;2,227407;597;1642;23988;0332-3
8284;TORDERA;8;0;0;18022;41,69992;2,719252;41;8450;55032;0365-4
8285;TORELLÓ;8;0;0;14726;42,04691;2,263345;507;1351;22899;0294-3
8286;TORRE DE CLARAMUNT, LA;8;0;0;3966;41,53379;1,658731;363;1494;22995;0391-4
8287;TORRELAVIT;8;0;0;1457;41,44681;1,729934;210;2372;28006;0419-2
8288;TORRELLES DE FOIX;8;0;0;2557;41,38801;1,57248;366;3704;33880;0419-3
8289;TORRELLES DE LLOBREGAT;8;0;0;6186;41,35671;1,981314;125;1368;16667;0420-4
8290;ULLASTRELL;8;0;0;2139;41,52762;1,957459;313;745;16347;0392-3
8291;VACARISSES;8;0;0;7325;41,6059;1,918738;397;4050;38261;0392-1
8292;VALLBONA D'ANOIA;8;0;0;1387;41,51894;1,70567;287;643;14400;0391-4
8293;VALLCEBRE;8;0;0;268;42,20392;1,818207;1121;2806;28581;0255-3
8294;VALLGORGUINA;8;0;0;3144;41,64772;2,510165;221;2234;24599;0394-1
8295;VALLIRANA;8;0;0;15658;41,38795;1,931791;177;2384;22291;0420-3
8296;VALLROMANES;8;0;0;2632;41,52614;2,308304;231;1061;15601;0393-3
8297;VECIANA;8;0;0;182;41,65626;1,486962;568;3897;42672;0391-1
8298;VIC;8;0;0;47545;41,92838;2,255736;485;3079;48655;0332-1
8299;VILADA;8;0;0;439;42,13734;1,928727;757;2222;26313;0293-1
8301;VILADECANS;8;0;0;66720;41,31733;2,018247;18;2036;23797;0448-2
8300;VILADECAVALLS;8;0;0;7644;41,55778;1,955116;275;2007;21414;0392-3
8305;VILAFRANCA DEL PENEDÈS;8;0;0;40056;41,3465;1,69803;240;1991;27444;0419-4
8306;VILALBA SASSERRA;8;0;0;748;41,65302;2,44471;203;584;15299;0393-2
8303;VILANOVA DE SAU;8;0;0;320;41,94845;2,387434;553;5802;53733;0332-2
8302;VILANOVA DEL CAMÍ;8;0;0;12699;41,57162;1,639334;304;1048;23737;0391-3
8902;VILANOVA DEL VALLÈS;8;0;0;5557;41,55437;2,287941;89;1552;19421;0393-3
8307;VILANOVA I LA GELTRÚ;8;0;0;68152;41,22722;1,72384;25;3386;30486;0447-4
8214;VILASSAR DE DALT;8;0;0;9128;41,51749;2,358335;139;897;18018;0393-4
8219;VILASSAR DE MAR;8;0;0;21067;41,50345;2,391819;11;396;8473;0393-4
8304;VILOBÍ DEL PENEDÈS;8;0;0;1130;41,38942;1,662098;277;939;15807;0419-4
8308;VIVER I SERRATEIX;8;0;0;166;41,94622;1,776592;730;6720;55529;0330-2
9001;ABAJAS;9;0;0;29;42,62325;-3,581763;839;3507;27471;0167-2
9003;ADRADA DE HAZA;9;0;0;199;41,59422;-3,823095;822;1027;15557;0375-1
9006;AGUAS CÁNDIDAS;9;0;0;62;42,71635;-3,502786;716;1795;21001;0136-3
9007;AGUILAR DE BUREBA;9;0;0;51;42,59013;-3,328516;683;944;12483;0168-2
9009;ALBILLOS;9;0;0;220;42,27617;-3,791095;830;1236;19814;0238-1
9010;ALCOCERO DE MOLA;9;0;0;40;42,47377;-3,358359;798;833;20236;0201-1
9011;ALFOZ DE BRICIA;9;0;0;76;42,90752;-3,847811;1021;5169;72454;0109-3
9907;ALFOZ DE QUINTANADUEÑAS;9;0;0;2201;42,38483;-3,736053;849;4150;41552;0200-3
9012;ALFOZ DE SANTA GADEA;9;0;0;103;42,95578;-3,952068;893;3438;25734;0108-2
9013;ALTABLE;9;0;0;47;42,60308;-3,078105;715;821;12962;0169-1
9014;ALTOS, LOS;9;0;0;178;42,80759;-3,63302;1019;13985;77710;0135-2
9016;AMEYUGO;9;0;0;121;42,65623;-3,061089;551;1250;15953;0169-1
9017;ANGUIX;9;0;0;162;41,75274;-3,931083;807;1344;17142;0345-2
9018;ARANDA DE DUERO;9;0;0;33172;41,67155;-3,689243;798;12727;70392;0346-3
9019;ARANDILLA;9;0;0;153;41,73768;-3,430006;882;2668;22710;0347-3
9020;ARAUZO DE MIEL;9;0;0;278;41,85988;-3,387749;998;5710;30669;0315-3
9021;ARAUZO DE SALCE;9;0;0;46;41,81994;-3,411289;943;1850;18832;0347-1
9022;ARAUZO DE TORRE;9;0;0;74;41,79797;-3,423186;922;1358;15859;0347-1
9023;ARCOS;9;0;0;1840;42,26469;-3,756698;850;3144;30182;0238-1
9024;ARENILLAS DE RIOPISUERGA;9;0;0;176;42,35737;-4,233808;790;2798;23158;0198-4
9025;ARIJA;9;0;0;108;42,99388;-3,944988;843;702;12072;0108-2
9026;ARLANZÓN;9;0;0;416;42,32257;-3,457018;996;7774;47327;0239-1
9027;ARRAYA DE OCA;9;0;0;45;42,41577;-3,398138;925;1225;20281;0201-3
9029;ATAPUERCA;9;0;0;182;42,37819;-3,507224;965;2478;32011;0201-3
9030;AUSINES, LOS;9;0;0;138;42,22693;-3,59472;905;4168;45762;0238-4
9032;AVELLANOSA DE MUÑÓ;9;0;0;100;41,98356;-3,826852;877;3689;40382;0314-1
9033;BAHABÓN DE ESGUEVA;9;0;0;81;41,86139;-3,728433;912;2138;20577;0314-3
9034;BALBASES, LOS;9;0;0;316;42,21453;-4,06383;811;6436;38754;0237-3
9035;BAÑOS DE VALDEARADOS;9;0;0;332;41,77122;-3,556407;897;3652;27502;0346-2
9036;BAÑUELOS DE BUREBA;9;0;0;34;42,50055;-3,281861;798;1543;19289;0201-2
9037;BARBADILLO DE HERREROS;9;0;0;110;42,14952;-3,1771;1118;6415;45150;0278-1
9038;BARBADILLO DEL MERCADO;9;0;0;141;42,03921;-3,358933;951;1519;20893;0277-3
9039;BARBADILLO DEL PEZ;9;0;0;68;42,1188;-3,227823;1049;2076;22571;0277-2
9041;BARRIO DE MUÑÓ;9;0;0;32;42,1745;-4,008068;779;387;13409;0237-4
9043;BARRIOS DE BUREBA, LOS;9;0;0;179;42,64604;-3,391597;631;4672;33105;0168-1
9044;BARRIOS DE COLINA;9;0;0;56;42,39595;-3,461802;969;2348;29947;0201-3
9045;BASCONCILLOS DEL TOZO;9;0;0;293;42,70285;-3,990932;907;12066;62607;0134-4
9046;BASCUÑANA;9;0;0;20;42,42431;-3,082748;805;775;23594;0202-1
9047;BELBIMBRE;9;0;0;56;42,16861;-4,012817;796;1023;17326;0237-4
9048;BELORADO;9;0;0;1787;42,42058;-3,189708;769;13341;100854;0201-2
9050;BERBERANA;9;0;0;52;42,91825;-3,05949;624;3340;38696;0111-1
9051;BERLANGAS DE ROA;9;0;0;182;41,68925;-3,87279;779;1571;20694;0345-4
9052;BERZOSA DE BUREBA;9;0;0;27;42,627;-3,266343;681;783;14211;0168-2
9054;BOZOÓ;9;0;0;100;42,72625;-3,085279;577;3324;24311;0137-3
9055;BRAZACORTA;9;0;0;48;41,71709;-3,367476;910;2107;25957;0347-3
9056;BRIVIESCA;9;0;0;6374;42,54898;-3,323905;718;8120;70029;0168-4
9057;BUGEDO;9;0;0;195;42,64994;-3,017774;534;992;14508;0169-2
9058;BUNIEL;9;0;0;602;42,31063;-3,821557;830;1328;17823;0238-1
9059;BURGOS;9;1;0;173483;42,34113;-3,704198;859;10706;66261;0200-3
9060;BUSTO DE BUREBA;9;0;0;138;42,65955;-3,266469;721;1856;23704;0168-2
9061;CABAÑES DE ESGUEVA;9;0;0;163;41,83129;-3,784694;882;2656;21526;0346-1
9062;CABEZÓN DE LA SIERRA;9;0;0;40;41,93491;-3,241174;1017;1982;19815;0315-2
9064;CALERUEGA;9;0;0;415;41,82503;-3,487402;954;4763;32010;0347-1
9065;CAMPILLO DE ARANDA;9;0;0;177;41,61074;-3,73155;908;2391;19583;0375-1
9066;CAMPOLARA;9;0;0;54;42,11914;-3,427732;972;1324;16470;0277-1
9067;CANICOSA DE LA SIERRA;9;0;0;426;41,9379;-3,04051;1136;2953;22662;0316-1
9068;CANTABRANA;9;0;0;23;42,73364;-3,467654;636;314;8070;0136-3
9070;CARAZO;9;0;0;30;41,96756;-3,356684;1135;2402;23965;0315-1
9071;CARCEDO DE BUREBA;9;0;0;43;42,57698;-3,498959;780;4266;42963;0168-3
9072;CARCEDO DE BURGOS;9;0;0;465;42,28621;-3,622927;990;2567;23331;0238-2
9073;CARDEÑADIJO;9;0;0;1425;42,30173;-3,666756;914;920;12853;0238-2
9074;CARDEÑAJIMENO;9;0;0;1205;42,33059;-3,619723;923;1219;21140;0238-2
9075;CARDEÑUELA RIOPICO;9;0;0;107;42,35968;-3,560227;933;1128;13746;0200-4
9076;CARRIAS;9;0;0;25;42,48163;-3,284185;836;1326;16331;0201-2
9077;CASCAJARES DE BUREBA;9;0;0;27;42,67784;-3,237474;795;791;12180;0136-4
9078;CASCAJARES DE LA SIERRA;9;0;0;31;42,06205;-3,399249;925;680;12509;0277-3
9079;CASTELLANOS DE CASTRO;9;0;0;48;42,32894;-4,035413;882;992;13270;0237-1
9083;CASTIL DE PEONES;9;0;0;26;42,48291;-3,385787;790;1397;19730;0201-1
9082;CASTILDELGADO;9;0;0;37;42,43624;-3,085195;770;495;10305;0202-1
9084;CASTRILLO DE LA REINA;9;0;0;168;41,98689;-3,236529;978;1444;20464;0315-2
9085;CASTRILLO DE LA VEGA;9;0;0;627;41,65074;-3,779259;809;2641;22457;0375-1
9088;CASTRILLO DE RIOPISUERGA;9;0;0;56;42,51575;-4,253352;825;1744;27637;0165-4
9086;CASTRILLO DEL VAL;9;0;0;829;42,31343;-3,584971;940;2254;25470;0238-2
9090;CASTRILLO MOTA DE JUDÍOS;9;0;0;48;42,30758;-4,172775;790;2205;21481;0237-1
9091;CASTROJERIZ;9;0;0;767;42,28986;-4,143335;808;13606;85230;0237-1
9063;CAVIA;9;0;0;243;42,28255;-3,844237;827;1298;17094;0238-1
9093;CAYUELA;9;0;0;189;42,27237;-3,819545;822;1347;23711;0238-1
9094;CEBRECOS;9;0;0;52;41,98487;-3,596263;970;2329;29034;0314-2
9095;CELADA DEL CAMINO;9;0;0;96;42,26384;-3,934014;800;1257;15765;0237-2
9098;CEREZO DE RÍO TIRÓN;9;0;0;512;42,49271;-3,136381;704;6369;43947;0202-1
9100;CERRATÓN DE JUARROS;9;0;0;55;42,42238;-3,373869;957;1624;20908;0201-1
9101;CIADONCHA;9;0;0;78;42,15851;-3,934581;793;1528;14864;0275-2
9102;CILLAPERLATA;9;0;0;36;42,78086;-3,357062;568;1681;22152;0136-1
9103;CILLERUELO DE ABAJO;9;0;0;208;41,88444;-3,794647;913;4815;31017;0314-3
9104;CILLERUELO DE ARRIBA;9;0;0;43;41,90482;-3,661674;965;1849;18601;0314-4
9105;CIRUELOS DE CERVERA;9;0;0;101;41,90696;-3,52891;1026;3787;29899;0314-4
9108;COGOLLOS;9;0;0;601;42,20156;-3,699014;891;3124;26569;0238-3
9109;CONDADO DE TREVIÑO;9;0;0;1428;42,73533;-2,747459;568;26035;103663;0138-3
9110;CONTRERAS;9;0;0;83;42,01833;-3,409242;1029;3812;28254;0277-3
9112;CORUÑA DEL CONDE;9;0;0;104;41,76543;-3,392005;903;3435;35523;0347-1
9113;COVARRUBIAS;9;0;0;533;42,05925;-3,52019;880;4162;47862;0277-3
9114;CUBILLO DEL CAMPO;9;0;0;101;42,1701;-3,610891;1003;1405;23677;0238-4
9115;CUBO DE BUREBA;9;0;0;107;42,64033;-3,207594;683;980;14732;0168-2
9117;CUEVA DE ROA, LA;9;0;0;101;41,66638;-3,941948;766;1191;16912;0345-4,0374-2
9119;CUEVAS DE SAN CLEMENTE;9;0;0;41;42,12978;-3,568762;1032;1325;20410;0276-2
9120;ENCÍO;9;0;0;43;42,67047;-3,087389;661;1875;28279;0137-3
9122;ESPINOSA DE CERVERA;9;0;0;82;41,89651;-3,468801;1030;2961;23819;0315-3
9124;ESPINOSA DE LOS MONTEROS;9;0;0;1642;43,07636;-3,552854;747;13717;58496;0084-4
9123;ESPINOSA DEL CAMINO;9;0;0;42;42,40712;-3,278989;891;693;13622;0201-4
9125;ESTÉPAR;9;0;0;630;42,27629;-3,897513;811;10269;59581;0237-2
9127;FONTIOSO;9;0;0;45;41,94344;-3,738642;974;2483;24544;0314-1
9128;FRANDOVÍNEZ;9;0;0;97;42,30961;-3,837924;823;858;13350;0238-1
9129;FRESNEDA DE LA SIERRA TIRÓN;9;0;0;94;42,31439;-3,136604;995;6116;39043;0240-1
9130;FRESNEÑA;9;0;0;67;42,41413;-3,134692;846;1400;20393;0202-3
9131;FRESNILLO DE LAS DUEÑAS;9;0;0;687;41,64743;-3,644482;805;1369;16099;0375-2
9132;FRESNO DE RÍO TIRÓN;9;0;0;172;42,45978;-3,175839;703;967;18567;0202-1
9133;FRESNO DE RODILLA;9;0;0;47;42,41882;-3,483545;978;1214;14477;0201-1
9134;FRÍAS;9;0;0;267;42,76078;-3,293396;527;2949;34668;0136-2
9135;FUENTEBUREBA;9;0;0;42;42,6338;-3,234478;681;909;13642;0168-2
9136;FUENTECÉN;9;0;0;219;41,62825;-3,870227;821;1704;19381;0374-2
9137;FUENTELCÉSPED;9;0;0;254;41,59151;-3,640806;884;2242;20744;0375-2
9138;FUENTELISENDO;9;0;0;115;41,62361;-3,90104;851;696;11705;0374-2
9139;FUENTEMOLINOS;9;0;0;94;41,60482;-3,849463;882;1281;16044;0375-1
9140;FUENTENEBRO;9;0;0;146;41,52841;-3,753817;927;3898;32318;0375-3
9141;FUENTESPINA;9;0;0;779;41,63135;-3,6837;844;1202;16868;0375-2
9143;GALBARROS;9;0;0;29;42,52846;-3,43745;949;3198;32030;0168-3
9144;GALLEGA, LA;9;0;0;44;41,89896;-3,263872;1111;1735;18718;0315-4
9148;GRIJALBA;9;0;0;110;42,4297;-4,11852;814;1975;18816;0199-1
9149;GRISALEÑA;9;0;0;61;42,59152;-3,264364;740;1634;19418;0168-2
9151;GUMIEL DE IZÁN;9;0;0;579;41,77335;-3,688213;850;7550;44431;0346-1
9152;GUMIEL DE MERCADO;9;0;0;381;41,75583;-3,802721;839;5770;47412;0346-1
9154;HACINAS;9;0;0;151;41,98598;-3,287554;1004;790;10805;0315-2
9155;HAZA;9;0;0;29;41,62104;-3,83059;907;8229;102236;0375-1
9159;HONTANAS;9;0;0;73;42,31242;-4,044546;866;1021;15771;0237-1
9160;HONTANGAS;9;0;0;95;41,58276;-3,796041;836;1222;18604;0375-3
9162;HONTORIA DE LA CANTERA;9;0;0;155;42,18906;-3,643288;949;1938;22073;0238-4
9164;HONTORIA DE VALDEARADOS;9;0;0;165;41,74317;-3,520241;860;3358;29431;0346-4
9163;HONTORIA DEL PINAR;9;0;0;622;41,84803;-3,164524;1049;8084;44467;0316-3
9166;HORMAZAS, LAS;9;0;0;98;42,5255;-3,929074;903;3657;29229;0166-4
9167;HORNILLOS DEL CAMINO;9;0;0;54;42,3391;-3,926326;822;1407;20442;0199-4
9168;HORRA, LA;9;0;0;314;41,74056;-3,875112;806;2999;24763;0345-4
9169;HORTIGÜELA;9;0;0;107;42,0687;-3,427092;942;2066;29943;0277-3
9170;HOYALES DE ROA;9;0;0;214;41,65935;-3,86219;799;1278;19377;0374-2
9172;HUÉRMECES;9;0;0;173;42,52261;-3,771976;882;4869;33777;0167-3
9173;HUERTA DE ARRIBA;9;0;0;127;42,11675;-3,082353;1205;3318;26278;0278-1
9174;HUERTA DE REY;9;0;0;894;41,84064;-3,348187;998;9781;47460;0315-4
9175;HUMADA;9;0;0;118;42,66869;-4,083745;959;8519;56351;0134-3
9176;HURONES;9;0;0;53;42,4063;-3,61354;911;829;12996;0200-4
9177;IBEAS DE JUARROS;9;0;0;1418;42,33033;-3,536577;930;13026;87971;0238-2
9178;IBRILLOS;9;0;0;36;42,45403;-3,083395;742;563;11778;0202-1
9179;IGLESIARRUBIA;9;0;0;45;41,9744;-3,846552;886;1502;20565;0314-1
9180;IGLESIAS;9;0;0;146;42,29805;-3,989414;848;3453;28982;0237-2
9181;ISAR;9;0;0;283;42,3616;-3,929085;844;6641;52162;0199-4
9182;ITERO DEL CASTILLO;9;0;0;86;42,28928;-4,242486;787;1691;18094;0236-2
9183;JARAMILLO DE LA FUENTE;9;0;0;44;42,1159;-3,313397;1055;2156;20734;0277-2
9184;JARAMILLO QUEMADO;9;0;0;9;42,08424;-3,360395;968;1744;18887;0277-3
9189;JUNTA DE TRASLALOMA;9;0;0;118;43,04124;-3,389253;690;7581;51793;0085-3
9190;JUNTA DE VILLALBA DE LOSA;9;0;0;84;42,93538;-3,087829;666;5264;51569;0111-1
9191;JURISDICCIÓN DE LARA;9;0;0;40;42,12313;-3,444394;1025;2504;23848;0277-1
9192;JURISDICCIÓN DE SAN ZADORNIL;9;0;0;66;42,8416;-3,156766;661;3099;25580;0111-3
9194;LERMA;9;0;0;2584;42,02736;-3,759314;839;16469;129740;0276-3
9195;LLANO DE BUREBA;9;0;0;51;42,62494;-3,457439;641;1518;20648;0168-1
9196;MADRIGAL DEL MONTE;9;0;0;142;42,14406;-3,675992;938;2687;21994;0276-2
9197;MADRIGALEJO DEL MONTE;9;0;0;183;42,1253;-3,726002;890;2546;26654;0276-1
9198;MAHAMUD;9;0;0;107;42,12035;-3,941882;827;3360;30565;0275-2
9199;MAMBRILLA DE CASTREJÓN;9;0;0;107;41,666;-3,985354;837;1604;19830;0374-2
9200;MAMBRILLAS DE LARA;9;0;0;47;42,0956;-3,45962;986;3402;35969;0277-1
9201;MAMOLAR;9;0;0;26;41,92662;-3,36192;1090;1832;18305;0315-1
9202;MANCILES;9;0;0;22;42,4558;-3,94507;880;658;11376;0199-2
9206;MAZUELA;9;0;0;58;42,20723;-3,918643;827;1341;17303;0237-4
9208;MECERREYES;9;0;0;194;42,09553;-3,573898;985;5963;46980;0276-2
9209;MEDINA DE POMAR;9;0;0;5856;42,92852;-3,487503;607;21419;109657;0110-1
9211;MELGAR DE FERNAMENTAL;9;0;0;1535;42,40545;-4,243559;806;10862;65786;0198-4
9213;MERINDAD DE CUESTA-URRIA;9;0;0;268;42,8419;-3,418599;557;12197;98737;0110-3
9214;MERINDAD DE MONTIJA;9;0;0;733;43,06532;-3,473927;705;10007;57931;0085-3
9906;MERINDAD DE RÍO UBIERNA;9;0;0;1392;42,43833;-3,677162;855;27522;108627;0200-2
9215;MERINDAD DE SOTOSCUEVA;9;0;0;404;43,02825;-3,626808;640;15335;61728;0084-4
9216;MERINDAD DE VALDEPORRES;9;0;0;413;43,00801;-3,740042;676;12016;62595;0084-3
9217;MERINDAD DE VALDIVIELSO;9;0;0;386;42,83102;-3,542716;618;12908;54040;0135-2
9218;MILAGROS;9;0;0;433;41,57532;-3,697792;843;2202;22211;0375-3
9219;MIRANDA DE EBRO;9;0;0;35239;42,68052;-2,952396;474;10119;72613;0137-4
9220;MIRAVECHE;9;0;0;94;42,67318;-3,200844;798;2270;22140;0136-4
9221;MODÚBAR DE LA EMPAREDADA;9;0;0;789;42,26034;-3,660258;890;1174;18715;0238-2
9223;MONASTERIO DE LA SIERRA;9;0;0;42;42,05087;-3,193746;1159;589;10177;0277-4
9224;MONASTERIO DE RODILLA;9;0;0;163;42,45805;-3,469859;873;3713;27391;0201-1
9225;MONCALVILLO;9;0;0;81;41,95403;-3,199486;1059;2675;23144;0315-2
9226;MONTERRUBIO DE LA DEMANDA;9;0;0;56;42,1496;-3,112652;1226;1511;17510;0278-1
9227;MONTORIO;9;0;0;154;42,58472;-3,776397;945;2353;23237;0167-1
9228;MORADILLO DE ROA;9;0;0;161;41,55248;-3,791748;915;1380;15366;0375-3
9229;NAVA DE ROA;9;0;0;200;41,61264;-3,963635;786;2234;23632;0374-2
9230;NAVAS DE BUREBA;9;0;0;27;42,68235;-3,327205;765;879;12885;0136-4
9231;NEBREDA;9;0;0;53;41,96892;-3,634747;915;2842;29062;0314-2
9232;NEILA;9;0;0;139;42,06026;-2,996471;1175;6311;37395;0278-4
9235;OLMEDILLO DE ROA;9;0;0;196;41,78357;-3,933634;840;2602;23834;0345-2
9236;OLMILLOS DE MUÑÓ;9;0;0;36;42,20232;-3,940072;810;704;14170;0237-4
9238;OÑA;9;0;0;976;42,73431;-3,411769;600;16164;90691;0136-3
9239;OQUILLAS;9;0;0;51;41,83081;-3,706049;912;1498;18247;0346-1
9241;ORBANEJA RIOPICO;9;0;0;355;42,36115;-3,585219;927;934;14109;0200-4
9242;PADILLA DE ABAJO;9;0;0;70;42,40831;-4,176776;799;2776;25123;0199-3
9243;PADILLA DE ARRIBA;9;0;0;84;42,43795;-4,19344;830;2311;20147;0198-2
9244;PADRONES DE BUREBA;9;0;0;47;42,70499;-3,532461;777;2032;21833;0135-4
9246;PALACIOS DE LA SIERRA;9;0;0;710;41,96382;-3,127111;1058;7039;42028;0316-1
9247;PALACIOS DE RIOPISUERGA;9;0;0;21;42,34362;-4,256605;780;1033;22007;0198-4
9248;PALAZUELOS DE LA SIERRA;9;0;0;92;42,21313;-3,459562;1113;1573;21655;0239-3
9249;PALAZUELOS DE MUÑÓ;9;0;0;55;42,19808;-3,989669;788;869;16695;0237-4
9250;PAMPLIEGA;9;0;0;286;42,2062;-3,987979;815;2439;29377;0237-4
9251;PANCORBO;9;0;0;421;42,63503;-3,109856;633;5845;51201;0169-1
9253;PARDILLA;9;0;0;119;41,55256;-3,710569;876;1519;18374;0375-3
9255;PARTIDO DE LA SIERRA EN TOBALINA;9;0;0;81;42,73341;-3,254787;620;2978;39960;0136-4
9256;PEDROSA DE DUERO;9;0;0;492;41,71264;-3,988204;835;6986;54665;0345-4
9259;PEDROSA DE RÍO ÚRBEL;9;0;0;258;42,41028;-3,821361;845;4905;37552;0200-3
9257;PEDROSA DEL PÁRAMO;9;0;0;87;42,44228;-3,972833;944;1132;14125;0199-2
9258;PEDROSA DEL PRÍNCIPE;9;0;0;168;42,24788;-4,198337;774;2841;22765;0236-4
9261;PEÑARANDA DE DUERO;9;0;0;510;41,68854;-3,479138;854;6453;37638;0347-3
9262;PERAL DE ARLANZA;9;0;0;175;42,07594;-4,076622;774;2902;25839;0275-3
9265;PIÉRNIGAS;9;0;0;42;42,59021;-3,41326;736;1340;19230;0168-1
9266;PINEDA DE LA SIERRA;9;0;0;99;42,21614;-3,296928;1209;6876;38131;0239-4
9267;PINEDA TRASMONTE;9;0;0;110;41,90976;-3,69633;960;2817;31838;0314-3
9268;PINILLA DE LOS BARRUECOS;9;0;0;98;41,9182;-3,304483;1084;3252;23964;0315-2
9269;PINILLA DE LOS MOROS;9;0;0;37;42,06812;-3,328876;978;1101;14655;0277-4
9270;PINILLA TRASMONTE;9;0;0;171;41,87373;-3,619537;932;6831;46404;0314-4
9272;POZA DE LA SAL;9;0;0;284;42,66583;-3,501498;757;8190;44639;0168-1
9273;PRÁDANOS DE BUREBA;9;0;0;55;42,50322;-3,347719;755;1078;14159;0168-4
9274;PRADOLUENGO;9;0;0;1096;42,32375;-3,200341;959;3054;30890;0239-2
9275;PRESENCIO;9;0;0;199;42,18663;-3,902904;812;3535;30357;0237-4
9276;PUEBLA DE ARGANZÓN, LA;9;0;0;526;42,76684;-2,83136;482;1885;20605;0138-1
9277;PUENTEDURA;9;0;0;120;42,0419;-3,582175;861;1582;25420;0276-4
9279;QUEMADA;9;0;0;259;41,70066;-3,576386;848;2083;23141;0346-4
9281;QUINTANA DEL PIDIO;9;0;0;150;41,75912;-3,751336;845;1073;15398;0346-1
9280;QUINTANABUREBA;9;0;0;33;42,58677;-3,366316;680;1236;16126;0168-1
9283;QUINTANAÉLEZ;9;0;0;45;42,66982;-3,299072;711;1746;24287;0136-4
9287;QUINTANAORTUÑO;9;0;0;268;42,45522;-3,685298;864;557;9436;0200-2
9288;QUINTANAPALLA;9;0;0;113;42,40882;-3,534863;933;1587;19181;0200-4
9289;QUINTANAR DE LA SIERRA;9;0;0;1557;41,97998;-3,041477;1114;5990;32857;0316-1
9292;QUINTANAVIDES;9;0;0;70;42,48209;-3,426846;837;1166;17057;0201-1
9294;QUINTANILLA DE LA MATA;9;0;0;117;41,98834;-3,768689;884;1364;28658;0314-1
9901;QUINTANILLA DEL AGUA Y TORDUELES;9;0;0;343;42,03342;-3,65247;851;3578;37102;0276-4
9295;QUINTANILLA DEL COCO;9;0;0;52;41,97872;-3,515754;942;2014;29666;0315-1
9298;QUINTANILLA SAN GARCÍA;9;0;0;73;42,54805;-3,194684;730;4575;35415;0168-4
9301;QUINTANILLA VIVAR;9;0;0;878;42,41502;-3,690597;849;1338;16228;0200-3
9297;QUINTANILLAS, LAS;9;0;0;380;42,37213;-3,843807;843;2478;27166;0200-3
9302;RABANERA DEL PINAR;9;0;0;96;41,89279;-3,196583;1080;3324;26910;0315-4
9303;RÁBANOS;9;0;0;80;42,31911;-3,269499;1184;4063;45748;0239-2
9304;RABÉ DE LAS CALZADAS;9;0;0;226;42,34022;-3,834689;830;1010;14988;0200-3
9306;REBOLLEDO DE LA TORRE;9;0;0;94;42,6893;-4,226927;958;5050;44547;0133-4
9307;REDECILLA DEL CAMINO;9;0;0;107;42,43828;-3,065136;740;1209;23978;0202-1
9308;REDECILLA DEL CAMPO;9;0;0;65;42,46616;-3,113821;750;1720;22155;0202-1
9309;REGUMIEL DE LA SIERRA;9;0;0;323;41,95799;-2,985016;1113;2616;27124;0316-2
9310;REINOSO;9;0;0;15;42,50883;-3,384181;879;850;12436;0168-3
9311;RETUERTA;9;0;0;65;42,03011;-3,505357;900;853;13144;0277-3
9314;REVILLA DEL CAMPO;9;0;0;102;42,21167;-3,536178;950;3903;31221;0238-4
9316;REVILLA VALLEJERA;9;0;0;111;42,14676;-4,134099;790;2746;31542;0275-1
9312;REVILLA Y AHEDO, LA;9;0;0;94;42,01363;-3,330408;944;1528;19051;0277-4
9315;REVILLARRUZ;9;0;0;601;42,23156;-3,653293;904;1698;19635;0238-4
9317;REZMONDO;9;0;0;20;42,5156;-4,238132;831;670;13155;0165-4
9318;RIOCAVADO DE LA SIERRA;9;0;0;56;42,15398;-3,197992;1143;4331;29774;0277-2
9321;ROA;9;0;0;2201;41,6972;-3,927855;811;4891;51814;0345-4
9323;ROJAS;9;0;0;64;42,5776;-3,442423;723;2492;24668;0168-3
9325;ROYUELA DE RÍO FRANCO;9;0;0;178;41,99783;-3,958028;843;5061;40001;0313-2
9326;RUBENA;9;0;0;193;42,38839;-3,574331;909;976;13656;0200-4
9327;RUBLACEDO DE ABAJO;9;0;0;28;42,55491;-3,50256;801;3930;28059;0168-3
9328;RUCANDIO;9;0;0;67;42,75087;-3,542017;802;3263;30156;0135-4
9329;SALAS DE BUREBA;9;0;0;134;42,69219;-3,473753;636;1330;18192;0136-3
9330;SALAS DE LOS INFANTES;9;0;0;1970;42,02231;-3,282137;964;3131;54191;0277-4
9332;SALDAÑA DE BURGOS;9;0;0;184;42,2575;-3,683263;865;815;12350;0238-2
9334;SALINILLAS DE BUREBA;9;0;0;50;42,55289;-3,388483;897;2283;25018;0168-3
