c_ine;no_municipio;id_provincia;is_capital_prov;is_capital_comaut;nu_poblacion;geo_latitude_etrs89;geo_longitude_etrs89;geo_altura;geo_superficie;geo_perimetro;geo_hoja_etrs89
1051;AGURAIN/SALVATIERRA;1;0;0;5069;42,85045;-2,389753;608;3776;37786;0113-3
1001;ALEGRÍA-DULANTZI;1;0;0;2960;42,83981;-2,512437;568;1994;35069;0113-3
1002;AMURRIO;1;0;0;10281;43,05428;-3,000073;219;9629;65381;0086-4
1049;AÑANA;1;0;0;156;42,80123;-2,986016;574;2192;21681;0137-2
1003;ARAMAIO;1;0;0;1431;43,0512;-2,5654;333;7308;42097;0087-4
1006;ARMIÑÓN;1;0;0;235;42,72326;-2,871835;467;1297;24707;0137-4
1037;ARRAIA-MAEZTU;1;0;0;804;42,73853;-2,444299;649;12310;59163;0139-3
1008;ARRATZUA-UBARRUNDIA;1;0;0;1031;42,89116;-2,638788;528;5753;67180;0112-4
1004;ARTZINIEGA;1;0;0;1810;43,12084;-3,127917;210;2728;22886;0086-1
1009;ASPARRENA;1;0;0;1637;42,88969;-2,316708;602;6510;53754;0113-4
1010;AYALA/AIARA;1;0;0;2921;43,07768;-3,043067;306;14096;64211;0086-3
1011;BAÑOS DE EBRO/MAÑUETA;1;0;0;296;42,52925;-2,678636;421;950;18666;0170-4
1013;BARRUNDIA;1;0;0;914;42,91537;-2,494075;575;9729;57551;0113-3
1014;BERANTEVILLA;1;0;0;452;42,68227;-2,859714;471;3574;38696;0137-4
1016;BERNEDO;1;0;0;560;42,62677;-2,498254;710;13048;85964;0171-1
1017;CAMPEZO/KANPEZU;1;0;0;1094;42,66971;-2,352077;578;8536;53461;0139-4
1021;ELBURGO/BURGELU;1;0;0;629;42,85028;-2,545933;540;3210;58545;0112-4
1022;ELCIEGO;1;0;0;971;42,51421;-2,617239;451;1625;21854;0170-4
1023;ELVILLAR/BILAR;1;0;0;316;42,56842;-2,544413;581;1750;21190;0170-4
1047;RIBERA BAJA/ERRIBERABEITIA;1;0;0;1416;42,7134;-2,91704;483;2531;30540;0137-4
1046;ERRIBERAGOITIA/RIBERA ALTA;1;0;0;820;42,80075;-2,910806;545;11981;83162;0137-2
1056;HARANA/VALLE DE ARANA;1;0;0;226;42,75289;-2,331047;812;3912;37971;0139-2
1901;IRUÑA OKA/IRUÑA DE OCA;1;0;0;3551;42,81819;-2,814754;502;5323;35088;0138-1
1027;IRURAIZ-GAUNA;1;0;0;537;42,83131;-2,475996;627;4712;81139;0139-1
1019;KRIPAN;1;0;0;176;42,59082;-2,516216;691;1251;15980;0171-1
1020;KUARTANGO;1;0;0;421;42,87006;-2,884382;594;8431;44380;0111-4
1028;LABASTIDA/BASTIDA;1;0;0;1538;42,59022;-2,793199;555;3810;35903;0170-1
1030;LAGRÁN;1;0;0;175;42,62621;-2,584234;751;4562;34064;0170-2
1031;LAGUARDIA;1;0;0;1483;42,55237;-2,584117;630;8093;84606;0170-4
1032;LANCIEGO/LANTZIEGO;1;0;0;724;42,56244;-2,512782;542;2425;26407;0171-3
1902;LANTARÓN;1;0;0;931;42,71658;-2,966497;482;6745;63679;0137-4
1033;LAPUEBLA DE LABARCA;1;0;0;870;42,49442;-2,57209;431;605;12528;0203-2
1036;LAUDIO/LLODIO;1;0;0;17906;43,14252;-2,962565;123;3773;27543;0086-2
1058;LEGUTIO;1;0;0;2017;42,97987;-2,642559;570;4586;37278;0112-2
1034;LEZA;1;0;0;217;42,5647;-2,634594;569;992;14579;0170-4
1039;MOREDA DE ÁLAVA/MOREDA ARABA;1;0;0;216;42,52479;-2,408417;461;867;12022;0171-3
1041;NAVARIDAS;1;0;0;200;42,54506;-2,624795;535;891;11775;0170-4
1042;OKONDO;1;0;0;1187;43,16155;-3,019027;135;2985;34670;0061-4
1043;OYÓN-OION;1;0;0;3408;42,50607;-2,436788;435;4517;42025;0171-3
1044;PEÑACERRADA-URIZAHARRA;1;0;0;310;42,64418;-2,714028;752;6215;42340;0170-1
1052;SAMANIEGO;1;0;0;311;42,56735;-2,679049;571;1057;16515;0170-4
1053;SAN MILLÁN/DONEMILIAGA;1;0;0;718;42,87383;-2,377489;600;8539;107247;0113-3
1054;URKABUSTAIZ;1;0;0;1408;42,95304;-2,90661;633;6084;37118;0111-2
1055;VALDEGOVÍA/GAUBEA;1;0;0;1097;42,84757;-3,098844;552;23823;104568;0111-3
1057;VILLABUENA DE ÁLAVA/ESKUERNAGA;1;0;0;291;42,54858;-2,664529;483;847;14014;0170-4
1059;VITORIA-GASTEIZ;1;1;1;253672;42,85059;-2,672757;539;27698;112139;0112-4
1060;YÉCORA/IEKORA;1;0;0;247;42,56923;-2,470085;694;1880;20919;0171-3
1061;ZALDUONDO;1;0;0;195;42,88581;-2,346508;612;1188;21368;0113-4
1062;ZAMBRANA;1;0;0;425;42,66113;-2,878065;458;3957;43901;0169-2
1018;ZIGOITIA;1;0;0;1822;42,9621;-2,73033;585;10209;48687;0112-1
1063;ZUIA;1;0;0;2330;42,95598;-2,818629;617;12257;49627;0112-1
2001;ABENGIBRE;2;0;0;739;39,21001;-1,543845;634;3076;25257;0743-4
2002;ALATOZ;2;0;0;496;39,09495;-1,360976;858;6385;37234;0767-1
2003;ALBACETE;2;1;0;172357;38,99588;-1,855747;681;112698;250011;0790-2
2004;ALBATANA;2;0;0;670;38,57088;-1,522753;582;3052;22662;0843-4
2005;ALBOREA;2;0;0;663;39,27835;-1,396704;706;7186;36330;0744-1
2006;ALCADOZO;2;0;0;634;38,64898;-1,980227;925;9958;53730;0842-2
2007;ALCALÁ DEL JÚCAR;2;0;0;1148;39,1932;-1,429327;547;14682;51494;0744-3
2008;ALCARAZ;2;0;0;1307;38,66425;-2,49035;953;37033;289951;0841-1
2009;ALMANSA;2;0;0;24224;38,86969;-1,094147;687;53240;93195;0793-3
2010;ALPERA;2;0;0;2245;38,95969;-1,230802;852;17837;56572;0792-2
2011;AYNA;2;0;0;582;38,55218;-2,070538;696;14658;65701;0842-3
2012;BALAZOTE;2;0;0;2388;38,88396;-2,150967;771;6515;31749;0790-3
2014;BALLESTERO, EL;2;0;0;427;38,84252;-2,455086;1027;13869;49399;0789-3
2013;BALSA DE VES;2;0;0;126;39,26461;-1,1965;751;7589;40451;0744-2
2015;BARRAX;2;0;0;1831;39,04561;-2,200456;733;18977;52778;0764-4
2016;BIENSERVIDA;2;0;0;574;38,51602;-2,611842;898;9143;58484;0840-4
2017;BOGARRA;2;0;0;756;38,58025;-2,212536;844;16601;77106;0841-4
2018;BONETE;2;0;0;1006;38,86951;-1,348303;886;12553;55884;0792-4
2019;BONILLO, EL;2;0;0;2698;38,95012;-2,540237;1062;50286;154516;0788-2
2020;CARCELÉN;2;0;0;483;39,10231;-1,308767;911;7536;38287;0767-2
2021;CASAS DE JUAN NÚÑEZ;2;0;0;1356;39,10161;-1,55799;704;8898;42030;0766-2
2022;CASAS DE LÁZARO;2;0;0;321;38,77058;-2,239224;942;11231;70760;0815-2
2023;CASAS DE VES;2;0;0;561;39,25946;-1,33455;707;12540;69475;0744-2
2024;CASAS-IBÁÑEZ;2;0;0;4547;39,28702;-1,471291;708;10325;56102;0744-1
2025;CAUDETE;2;0;0;10135;38,70573;-0,9886912;554;14123;49596;0819-4
2026;CENIZATE;2;0;0;1183;39,30332;-1,661134;706;6326;35204;0743-2
2029;CHINCHILLA DE MONTE-ARAGÓN;2;0;0;4497;38,9211;-1,726026;907;67927;163946;0791-1
2027;CORRAL-RUBIO;2;0;0;300;38,835;-1,460853;870;9475;42347;0792-3
2028;COTILLAS;2;0;0;129;38,43136;-2,505745;947;1446;15802;0866-1
2030;ELCHE DE LA SIERRA;2;0;0;3553;38,44791;-2,047814;630;23949;84011;0867-1
2031;FÉREZ;2;0;0;614;38,35567;-2,009539;682;12615;56954;0867-4
2032;FUENSANTA;2;0;0;281;39,24466;-2,067252;693;2411;26689;0742-3
2033;FUENTE-ÁLAMO;2;0;0;2461;38,69314;-1,431704;820;13337;45590;0818-3
2034;FUENTEALBILLA;2;0;0;1821;39,26773;-1,548794;670;10829;64740;0743-2
2035;GINETA, LA;2;0;0;2568;39,11388;-1,997845;691;13713;49977;0765-2
2036;GOLOSALVO;2;0;0;98;39,23996;-1,636269;740;2817;24505;0743-4
2037;HELLÍN;2;0;0;30492;38,51219;-1,703449;570;77929;152972;0843-3
2038;HERRERA, LA;2;0;0;304;38,96218;-2,126372;714;6342;42320;0790-1
2039;HIGUERUELA;2;0;0;1125;38,96455;-1,445356;1041;20545;86388;0792-1
2040;HOYA-GONZALO;2;0;0;561;38,95787;-1,556871;929;11457;48066;0791-2
2041;JORQUERA;2;0;0;350;39,17458;-1,520614;624;6794;57197;0744-3,0743-4
2042;LETUR;2;0;0;901;38,36632;-2,100969;735;26440;81881;0867-3
2043;LEZUZA;2;0;0;1300;38,94879;-2,353874;913;36061;86173;0789-1,0789-2
2044;LIÉTOR;2;0;0;1096;38,54084;-1,954793;641;31318;78992;0842-4
2045;MADRIGUERAS;2;0;0;4644;39,2368;-1,799701;688;7334;35851;0743-3
2046;MAHORA;2;0;0;1430;39,21303;-1,724818;663;10814;48081;0743-3
2047;MASEGOSO;2;0;0;114;38,71878;-2,315118;1108;10387;42914;0815-4
2048;MINAYA;2;0;0;1442;39,27119;-2,31962;723;6998;47971;0741-2
2049;MOLINICOS;2;0;0;837;38,46778;-2,238981;851;14358;71840;0866-2
2050;MONTALVOS;2;0;0;88;39,16721;-2,027694;709;2466;23443;0765-1
2051;MONTEALEGRE DEL CASTILLO;2;0;0;2056;38,78717;-1,324877;810;17741;54756;0818-2
2052;MOTILLEJA;2;0;0;660;39,17949;-1,790258;676;2382;24700;0743-3
2053;MUNERA;2;0;0;3422;39,03955;-2,483039;929;23053;58734;0764-3
2054;NAVAS DE JORQUERA;2;0;0;528;39,28099;-1,718948;708;4225;26041;0743-1
2055;NERPIO;2;0;0;1180;38,14824;-2,30224;1085;43674;100376;0909-2
2056;ONTUR;2;0;0;1934;38,61473;-1,498882;653;5440;30491;0844-1
2057;OSSA DE MONTIEL;2;0;0;2215;38,96201;-2,742727;898;24370;69230;0788-1
2058;PATERNA DEL MADERA;2;0;0;329;38,59729;-2,345558;1126;11233;53946;0841-2
2060;PEÑAS DE SAN PEDRO;2;0;0;1433;38,72689;-2,002128;1010;15876;73331;0816-4
2059;PEÑASCOSA;2;0;0;323;38,67154;-2,410405;1169;18925;106221;0815-3
2061;PÉTROLA;2;0;0;663;38,8263;-1,5555;870;7460;40804;0817-2
2062;POVEDILLA;2;0;0;388;38,70164;-2,603936;872;4942;35557;0814-4
2901;POZO CAÑADA;2;0;0;2763;38,80136;-1,736223;830;11683;69208;0817-1
2063;POZOHONDO;2;0;0;1569;38,72112;-1,911334;871;13642;49375;0816-4
2064;POZO-LORENTE;2;0;0;391;39,07663;-1,506479;769;8098;36438;0767-3
2065;POZUELO;2;0;0;461;38,8097;-2,101174;845;13397;48394;0816-1
2066;RECUEJA, LA;2;0;0;221;39,17688;-1,489888;542;2973;39019;0744-3
2067;RIÓPAR;2;0;0;1318;38,49981;-2,418393;1126;8100;56049;0841-3,0866-1
2068;ROBLEDO;2;0;0;385;38,75779;-2,448827;1041;12008;51626;0815-1
2069;RODA, LA;2;0;0;15497;39,20707;-2,159248;708;39788;132120;0742-3
2070;SALOBRE;2;0;0;438;38,59195;-2,550573;920;4952;39261;0840-2
2071;SAN PEDRO;2;0;0;1142;38,82654;-2,186211;844;8311;37014;0816-1
2072;SOCOVOS;2;0;0;1743;38,33203;-1,984691;734;13912;65485;0889-2
2073;TARAZONA DE LA MANCHA;2;0;0;6183;39,2654;-1,91281;713;21267;67795;0742-2
2074;TOBARRA;2;0;0;7758;38,59227;-1,692823;652;32521;79966;0843-1
2075;VALDEGANGA;2;0;0;1919;39,13545;-1,676469;667;7065;42767;0766-2
2076;VIANOS;2;0;0;313;38,63231;-2,501491;1118;12805;91539;0841-1
2077;VILLA DE VES;2;0;0;60;39,22232;-1,258976;744;5775;37832;0744-4
2078;VILLALGORDO DEL JÚCAR;2;0;0;1072;39,29599;-2,063092;683;4668;32688;0742-1
2079;VILLAMALEA;2;0;0;4000;39,36161;-1,599084;739;12832;63758;0718-4
2080;VILLAPALACIOS;2;0;0;555;38,57467;-2,635059;837;8747;41446;0840-4
2081;VILLARROBLEDO;2;0;0;24886;39,26756;-2,607143;728;86239;141054;0740-2
2082;VILLATOYA;2;0;0;106;39,33385;-1,338586;409;1867;21565;0744-2
2083;VILLAVALIENTE;2;0;0;202;39,12646;-1,457996;726;3484;30502;0767-1
2084;VILLAVERDE DE GUADALIMAR;2;0;0;321;38,45617;-2,518481;799;6928;39791;0866-1
2085;VIVEROS;2;0;0;335;38,77364;-2,575909;1012;6536;45479;0814-2
2086;YESTE;2;0;0;2495;38,3668;-2,31896;878;51221;121379;0866-4
3002;AGOST;3;0;0;4948;38,43949;-0,6389198;331;6663;40007;0871-2
3003;AGRES;3;0;0;589;38,78;-0,5159554;719;2583;20529;0821-1
3004;AIGÜES;3;0;0;1085;38,49887;-0,3625867;332;1847;20622;0872-1
3014;ALACANT/ALICANTE;3;1;0;338577;38,34549;-0,4831832;5;20255;151897;0872-3
3005;ALBATERA;3;0;0;12864;38,17895;-0,8679214;15;6154;34605;0892-4
3006;ALCALALÍ;3;0;0;1349;38,74965;-0,04160798;226;1439;21582;0822-1,0822-3
3009;ALCOI/ALCOY;3;0;0;58960;38,69764;-0,4731631;564;12986;58858;0821-3
3008;ALCOLEJA;3;0;0;196;38,67549;-0,3310092;735;1455;19193;0821-4
3007;ALCOSSER;3;0;0;254;38,79447;-0,4019704;345;438;9164;0821-1
3010;ALFAFARA;3;0;0;417;38,77275;-0,5555234;580;1977;18603;0820-2
3011;ALFÀS DEL PI, L';3;0;0;20668;38,58009;-0,1026002;89;1925;20927;0848-3
3012;ALGORFA;3;0;0;3513;38,08681;-0,7956842;23;1847;29362;0914-1
3013;ALGUEÑA;3;0;0;1351;38,338;-1,003037;530;1857;29533;0870-4
3015;ALMORADÍ;3;0;0;21401;38,10978;-0,7920171;10;4269;53678;0914-1
3016;ALMUDAINA;3;0;0;112;38,76156;-0,3537068;570;882;12317;0821-1
3017;ALQUERIA D'ASNAR, L';3;0;0;489;38,77312;-0,4255227;363;108;9555;0821-1
3018;ALTEA;3;0;0;23010;38,59893;-0,05144236;60;3465;35786;0848-1
3019;ASPE;3;0;0;21191;38,34577;-0,7684911;234;7057;38464;0871-3
3001;ATZÚBIA, L';3;0;0;616;38,84743;-0,1517303;99;1466;18376;0796-3
3020;BALONES;3;0;0;126;38,73701;-0,3423739;670;1125;17176;0821-4
3021;BANYERES DE MARIOLA;3;0;0;7201;38,71636;-0,6568568;812;5027;39273;0820-4
3022;BENASAU;3;0;0;171;38,68991;-0,3426127;705;904;16402;0821-4
3023;BENEIXAMA;3;0;0;1705;38,70018;-0,7667674;592;3488;26678;0820-3
3024;BENEJÚZAR;3;0;0;5480;38,07806;-0,8381951;23;932;15599;0914-3
3025;BENFERRI;3;0;0;1955;38,14179;-0,9622579;56;1237;16682;0913-2
3026;BENIARBEIG;3;0;0;2267;38,82193;-0,00130364;42;740;17593;0822-2
3027;BENIARDÀ;3;0;0;218;38,68343;-0,2160076;464;1573;21110;0821-4
3028;BENIARRÉS;3;0;0;1078;38,82008;-0,3790423;385;2021;20473;0821-1
3030;BENIDOLEIG;3;0;0;1232;38,79192;-0,03173239;124;748;13133;0822-1
3031;BENIDORM;3;0;0;69738;38,53427;-0,1306853;11;3850;39091;0848-3
3032;BENIFALLIM;3;0;0;106;38,66273;-0,3992256;738;1368;18200;0847-1
3033;BENIFATO;3;0;0;139;38,67369;-0,2288897;663;1188;15536;0821-4
3029;BENIGEMBLA;3;0;0;512;38,75634;-0,109827;311;1845;17576;0822-1
3034;BENIJÓFAR;3;0;0;3427;38,08084;-0,7382805;22;435;8848;0914-3
3035;BENILLOBA;3;0;0;740;38,69956;-0,3908201;521;953;16495;0821-3
3036;BENILLUP;3;0;0;108;38,7538;-0,3789958;564;337;10655;0821-1
3037;BENIMANTELL;3;0;0;499;38,67659;-0,209848;546;3792;42148;0821-4
3038;BENIMARFULL;3;0;0;410;38,77585;-0,3909988;414;556;10384;0821-1
3039;BENIMASSOT;3;0;0;93;38,74906;-0,291855;725;951;14024;0821-4
3040;BENIMELI;3;0;0;419;38,82297;-0,04146491;93;345;11985;0822-1
3041;BENISSA;3;0;0;11871;38,7152;0,05043358;254;6972;54367;0822-4
3043;BIAR;3;0;0;3612;38,62996;-0,7659737;697;9816;40760;0846-1
3044;BIGASTRO;3;0;0;7130;38,06301;-0,8952848;23;409;13443;0913-4
3045;BOLULLA;3;0;0;413;38,67658;-0,1116849;213;1357;16389;0822-3
3046;BUSOT;3;0;0;3343;38,48196;-0,4205057;312;3361;27547;0872-1
3049;CALLOSA DE SEGURA;3;0;0;19315;38,12258;-0,8793386;20;2490;41368;0913-2
3048;CALLOSA D'EN SARRIÀ;3;0;0;7653;38,65164;-0,1223504;250;3466;30558;0848-1
3047;CALP;3;0;0;24096;38,64526;0,04453809;55;2359;32303;0848-2
3051;CAMP DE MIRRA, EL/CAMPO DE MIRRA;3;0;0;433;38,68729;-0,7789618;585;2181;26539;0820-3
3050;CAMPELLO, EL;3;0;0;29409;38,42755;-0,4008651;26;5529;55497;0872-1
3052;CAÑADA;3;0;0;1191;38,67519;-0,8095217;556;1932;24508;0820-3
3053;CASTALLA;3;0;0;11097;38,59658;-0,6702654;669;11459;56120;0846-2
3054;CASTELL DE CASTELLS;3;0;0;426;38,725;-0,1939105;549;4592;28244;0821-4
3075;CASTELL DE GUADALEST, EL;3;0;0;258;38,67694;-0,1973524;571;1596;21929;0821-4
3055;CATRAL;3;0;0;8976;38,15965;-0,8046417;8;2002;20330;0914-1
3056;COCENTAINA;3;0;0;11298;38,74541;-0,4402207;433;5294;38405;0821-3
3057;CONFRIDES;3;0;0;282;38,68354;-0,2681089;780;3998;30719;0821-4
3058;COX;3;0;0;7431;38,13972;-0,8843759;16;1670;35761;0913-2
3059;CREVILLENT;3;0;0;29881;38,24881;-0,8085532;129;10455;51135;0893-3
3061;DAYA NUEVA;3;0;0;1758;38,11372;-0,7610353;8;709;11032;0914-1
3062;DAYA VIEJA;3;0;0;683;38,10472;-0,738057;6;314;7310;0914-1
3063;DÉNIA;3;0;0;43899;38,84123;0,1066193;13;6640;97600;0796-4
3064;DOLORES;3;0;0;7799;38,13898;-0,7696987;4;1870;21304;0914-1
3066;ELDA;3;0;0;52297;38,47879;-0,7961105;395;4559;30494;0871-1
3065;ELX/ELCHE;3;0;0;235580;38,26536;-0,6988549;81;32650;91867;0893-1
3067;FAGECA;3;0;0;104;38,73468;-0,2677134;769;1017;15760;0821-4
3068;FAMORCA;3;0;0;48;38,73219;-0,2460455;684;972;12929;0821-4
3069;FINESTRAT;3;0;0;7909;38,56697;-0,2117688;264;4226;29793;0847-4
3077;FONDÓ DE LES NEUS, EL/HONDÓN DE LAS NIEVES;3;0;0;2684;38,30856;-0,8548664;367;6885;36777;0892-2
3070;FORMENTERA DEL SEGURA;3;0;0;4446;38,08423;-0,7464985;8;433;12939;0914-3
3072;GAIANES;3;0;0;548;38,81311;-0,4075577;420;957;12485;0821-1
3071;GATA DE GORGOS;3;0;0;6364;38,77321;0,08427495;79;2033;20128;0822-2
3073;GORGA;3;0;0;270;38,71833;-0,3567173;542;910;18983;0821-3
3074;GRANJA DE ROCAMORA;3;0;0;2626;38,15263;-0,8900167;17;716;41219;0913-2
3076;GUARDAMAR DEL SEGURA;3;0;0;16138;38,08988;-0,6547704;27;3393;33048;0914-2
3078;HONDÓN DE LOS FRAILES;3;0;0;1261;38,27359;-0,9269949;413;1254;14915;0892-2
3079;IBI;3;0;0;23677;38,62746;-0,5746648;754;6252;30903;0846-2
3080;JACARILLA;3;0;0;2039;38,0607;-0,8663564;25;1220;18436;0913-4
3085;LLÍBER;3;0;0;967;38,74347;0,006304;191;2193;26922;0822-4
3086;MILLENA;3;0;0;243;38,73087;-0,3633748;635;977;16190;0821-3
3088;MONFORTE DEL CID;3;0;0;8619;38,37928;-0,7298919;228;7952;49689;0871-3
3089;MONÒVER/MONÓVAR;3;0;0;12387;38,43694;-0,8390003;389;15235;54964;0871-1
3903;MONTESINOS, LOS;3;0;0;5217;38,0275;-0,7436478;19;1499;21321;0914-3
3091;MURLA;3;0;0;540;38,75959;-0,08306874;283;581;11828;0822-1
3092;MURO DE ALCOY;3;0;0;9303;38,77998;-0,4357044;391;3024;31128;0821-1
3090;MUTXAMEL;3;0;0;26192;38,41368;-0,4452233;63;4765;34880;0872-3
3093;NOVELDA;3;0;0;25592;38,38606;-0,7653978;241;7572;42521;0871-3
3094;NUCIA, LA;3;0;0;18624;38,61761;-0,1228975;216;2136;30865;0848-1
3095;ONDARA;3;0;0;7085;38,82692;0,01764367;36;1038;20306;0822-2
3096;ONIL;3;0;0;7580;38,62952;-0,6740463;701;4841;33675;0846-2
3097;ORBA;3;0;0;2348;38,78039;-0,06371253;154;1772;26196;0822-1
3099;ORIHUELA;3;0;0;80784;38,08522;-0,9499546;24;36559;234140;0913-2
3084;ORXA, L'/LORCHA;3;0;0;565;38,8454;-0,311839;261;3176;24599;0795-4
3098;ORXETA;3;0;0;812;38,564;-0,2618598;176;2406;30104;0847-4
3100;PARCENT;3;0;0;997;38,74572;-0,06446788;290;1177;15015;0822-3
3101;PEDREGUER;3;0;0;8280;38,79354;0,03432468;85;2957;24822;0822-2
3102;PEGO;3;0;0;10295;38,84202;-0,1180317;82;5284;33677;0796-3
3103;PENÀGUILA;3;0;0;287;38,67944;-0,3588162;682;4991;47887;0821-3
3104;PETRER;3;0;0;33978;38,4848;-0,7695371;465;10428;43761;0871-1
3902;PILAR DE LA HORADADA;3;0;0;22949;37,86372;-0,7924278;32;7782;47103;0935-3
3105;PINÓS, EL/PINOSO;3;0;0;8084;38,40441;-1,041954;591;12646;59525;0870-3
3106;PLANES;3;0;0;695;38,78584;-0,3447854;451;3886;27974;0821-2
3042;POBLE NOU DE BENITATXELL, EL/BENITACHELL;3;0;0;4687;38,73242;0,1447427;159;1268;17457;0822-4
3901;POBLETS, ELS;3;0;0;2735;38,85117;0,01680187;13;368;8648;0796-4
3107;POLOP;3;0;0;5186;38,62255;-0,1265472;239;2255;22516;0848-1
3060;QUATRETONDETA;3;0;0;133;38,72387;-0,3164191;620;1670;18277;0821-4
3109;RAFAL;3;0;0;4634;38,10481;-0,8488905;13;156;6594;0914-1
3110;RÀFOL D'ALMÚNIA, EL;3;0;0;731;38,82067;-0,05280018;87;488;12854;0822-1
3111;REDOVÁN;3;0;0;8123;38,11404;-0,9052486;28;944;22932;0913-2
3112;RELLEU;3;0;0;1171;38,58728;-0,3108639;435;7677;41044;0847-2
3113;ROJALES;3;0;0;16943;38,08892;-0,7231866;8;2772;37034;0914-1
3114;ROMANA, LA;3;0;0;2605;38,36742;-0,8960138;419;4329;31883;0870-4
3115;SAGRA;3;0;0;435;38,81143;-0,06512199;103;562;11699;0822-1
3116;SALINAS;3;0;0;1678;38,52007;-0,9127812;493;6171;32115;0845-4
3118;SAN FULGENCIO;3;0;0;9091;38,11201;-0,7188823;3;2070;20939;0914-1
3904;SAN ISIDRO;3;0;0;2154;38,17123;-0,8383659;10;1169;15948;0893-3
3120;SAN MIGUEL DE SALINAS;3;0;0;6659;37,97714;-0,7893056;87;5484;29622;0935-1
3117;SANET Y NEGRALS;3;0;0;734;38,81917;-0,03373355;83;394;8049;0822-1
3119;SANT JOAN D'ALACANT;3;0;0;24450;38,40151;-0,4366069;40;963;13854;0872-3
3122;SANT VICENT DEL RASPEIG/SAN VICENTE DEL RASPEIG;3;0;0;59138;38,39603;-0,5222154;105;4055;38579;0871-4
3121;SANTA POLA;3;0;0;36174;38,19312;-0,5552806;4;5816;43087;0893-4
3123;SAX;3;0;0;9988;38,53849;-0,8169233;473;6348;31473;0846-3
3124;SELLA;3;0;0;592;38,60812;-0,2721809;412;3883;29631;0847-2
3125;SENIJA;3;0;0;623;38,72827;0,04175328;231;478;11096;0822-4
3127;TÀRBENA;3;0;0;624;38,69363;-0,1019394;559;3167;28630;0822-3
3128;TEULADA;3;0;0;11944;38,72912;0,1023195;183;3232;34508;0822-4
3129;TIBI;3;0;0;1731;38,53125;-0,5779924;517;7038;35711;0846-4
3130;TOLLOS;3;0;0;30;38,75701;-0,2741797;776;1597;19407;0821-2
3131;TORMOS;3;0;0;332;38,80205;-0,0723226;129;536;14453;0822-1
3132;TORRE DE LES MAÇANES, LA/TORREMANZANAS;3;0;0;683;38,60749;-0,4199749;782;3647;29931;0847-1
3133;TORREVIEJA;3;0;0;83547;37,97776;-0,6830261;7;7176;47324;0935-2
3134;VALL D'ALCALÀ, LA;3;0;0;164;38,79456;-0,2520149;639;2285;24552;0821-2
3136;VALL DE GALLINERA, LA;3;0;0;579;38,82201;-0,2217411;293;5363;36163;0821-2
3137;VALL DE LAGUAR, LA;3;0;0;890;38,77744;-0,1094466;439;2305;24361;0822-1
3135;VALL D'EBO, LA;3;0;0;219;38,80574;-0,1598514;392;3242;24069;0822-1
3138;VERGER, EL;3;0;0;4986;38,8429;0,01012098;21;809;13674;0796-4
3139;VILA JOIOSA, LA/VILLAJOYOSA;3;0;0;34828;38,50512;-0,2326226;26;5888;45335;0847-4
3140;VILLENA;3;0;0;33969;38,62964;-0,8613834;503;34523;96736;0845-2
3082;XÀBIA/JÁVEA;3;0;0;28731;38,78906;0,1635236;46;6891;58220;0823-1
3081;XALÓ;3;0;0;2931;38,7407;-0,01192072;188;3458;31489;0822-4
3083;XIXONA/JIJONA;3;0;0;6860;38,53941;-0,5071896;448;16376;68034;0847-3
4001;ABLA;4;0;0;1247;37,14121;-2,77954;853;4524;46589;1029-1
4002;ABRUCENA;4;0;0;1221;37,13218;-2,797467;986;8367;58614;1029-1
4003;ADRA;4;0;0;25300;36,74868;-3,023303;14;8969;51619;1057-1
4004;ALBANCHEZ;4;0;0;735;37,28686;-2,181359;487;3491;26860;1014-1
4005;ALBOLODUY;4;0;0;615;37,0334;-2,621686;381;6973;47842;1029-4
4006;ALBOX;4;0;0;12087;37,38968;-2,146836;422;16827;61380;0996-3
4007;ALCOLEA;4;0;0;831;36,97362;-2,960666;746;6751;47344;1043-2
4008;ALCÓNTAR;4;0;0;538;37,33612;-2,597569;955;9390;59358;0994-4
4009;ALCUDIA DE MONTEAGUD;4;0;0;133;37,23587;-2,26679;1025;1552;22484;1013-4
4010;ALHABIA;4;0;0;685;36,98991;-2,587021;290;1639;18386;1044-2
4011;ALHAMA DE ALMERÍA;4;0;0;3757;36,95718;-2,569777;520;2624;25588;1044-2
4012;ALICÚN;4;0;0;214;36,96672;-2,602155;414;587;14336;1044-2
4013;ALMERÍA;4;1;0;199237;36,83892;-2,464132;16;29572;127373;1045-3
4014;ALMÓCITA;4;0;0;201;37,00274;-2,789844;835;3082;39310;1029-3
4015;ALSODUX;4;0;0;129;37,00136;-2,594646;309;2010;32083;1029-4
4016;ANTAS;4;0;0;3339;37,24459;-1,917153;108;9973;42414;1014-4
4017;ARBOLEAS;4;0;0;4532;37,35116;-2,075464;270;6614;46628;0996-3
4018;ARMUÑA DE ALMANZORA;4;0;0;313;37,34982;-2,411355;630;772;15299;0995-3
4019;BACARES;4;0;0;240;37,2612;-2,453187;1209;9452;39976;1013-1
4904;BALANEGRA;4;0;0;2886;36,74594;-2,908841;6;3159;25005;1057-4
4020;BAYÁRCAL;4;0;0;312;37,03018;-2,995626;1252;3802;35027;1028-4
4021;BAYARQUE;4;0;0;226;37,33069;-2,435944;817;2636;28909;1013-1
4022;BÉDAR;4;0;0;1009;37,19031;-1,981822;401;4672;33619;1014-4
