c_postal;id_provincia;c_ine
25335;25;25164
27240;27;27029
37593;37;37107
42108;42;42004
49717;49;49191
46240;46;46085
26560;26;26021
33670;33;33002
07828;7;7046
46612;46;46098
09127;9;9415
31481;31;31028
38684;38;38040
10161;10;10023
32767;32;32029
41610;41;41071
35478;35;35020
13170;13;13056
34116;34;34231
08511;8;8280
39538;39;39060
36418;36;36039
36475;36;36049
28015;28;28079
31409;31;31216
37208;37;37289
32825;32;32020
17152;17;17172
18293;18;18102
19227;19;19005
32696;32;32082
27632;27;27062
28821;28;28049
37752;37;37315
18697;18;18017
50180;50;50272
04890;4;4083
15189;15;15031
08207;8;8187
09650;9;9066
37617;37;37158
39725;39;39045
50450;50;50181
15621;15;15015
16630;16;16133
06928;6;6077
22549;22;22052
24565;24;24038
08281;25;25136
31800;31;31010
27163;27;27014
45220;45;45201
15816;15;15010
27661;27;27006
03578;3;3112
32005;32;32008
33815;33;33001
47282;47;47174
17850;17;17162
04661;4;4103
17745;17;17088
35220;35;35026
50258;50;50198
49525;49;49209
09589;9;9410
28934;28;28092
40529;40;40005
13596;13;13015
43782;43;43175
34407;34;34113
28909;28;28065
19209;19;19230
17177;17;17207
27115;27;27018
05560;5;5143
50690;50;50204
42126;42;42051
42368;42;42035
43516;43;43068
27294;27;27028
16214;16;16237
31290;31;31260
37183;37;37291
38629;38;38052
01001;1;1059
19004;19;19130
18120;18;18013
31110;31;31088
02487;2;2086
32318;32;32009
15608;15;15048
33179;33;33018
20496;20;20024
50490;50;50283
22468;22;22200
18659;18;18007
06900;6;6074
12300;12;12080
42180;42;42012
15888;15;15060
05560;5;5188
27122;27;27011
18151;18;18145
08758;8;8068
34419;34;34108
36154;36;36038
40355;40;40089
02692;2;2029
08110;8;8125
49211;49;49183
03795;3;3097
23239;23;23008
08529;8;8129
31790;31;31022
39419;39;39093
28522;28;28123
45216;45;45038
47115;47;47018
28030;28;28079
27162;27;27014
37159;37;37262
43881;43;43051
22514;22;22175
43470;43;43145
04838;4;4063
09280;9;9120
25300;25;25217
11201;11;11004
34465;34;34186
12223;12;12108
15116;15;15014
31692;31;31003
17780;17;17077
23008;23;23050
28919;28;28074
24343;24;24156
29700;29;29094
47512;47;47037
40295;40;40182
37775;37;37133
31219;31;31225
49135;49;49236
08694;8;8099
04830;4;4098
50373;50;50091
43008;43;43148
06209;6;6126
20268;20;20071
05122;5;5164
22473;22;22157
25638;25;25098
26329;26;26164
34449;34;34215
42368;42;42031
40120;40;40094
20012;20;20069
33550;33;33012
43152;43;43103
04720;4;4079
36690;36;36038
50612;50;50244
34220;34;34098
46100;46;46078
49514;49;49157
29680;29;29051
48192;48;48042
12469;12;12110
29004;29;29067
03205;3;3065
19196;19;19296
24796;24;24005
50581;50;50141
41319;41;41005
23293;23;23081
44220;44;44050
45570;45;45138
33980;33;33032
45165;45;45151
22350;22;22057
24293;24;24084
36900;36;36026
45544;45;45058
12230;12;12015
24420;24;24070
22487;22;22157
36979;36;36051
06657;6;6114
27619;27;27057
18657;18;18143
34449;34;34015
16316;16;16227
15339;15;15061
03112;3;3014
43428;43;43142
04277;4;4093
31290;31;31011
22510;22;22060
08788;8;8302
17441;17;17028
02651;2;2033
37791;37;37341
09339;9;9448
03779;3;3901
33459;33;33016
10666;10;10172
17143;17;17085
24249;24;24113
22411;22;22903
44163;44;44182
30151;30;30030
09280;9;9251
36692;36;36002
27142;27;27011
32375;32;32015
26373;26;26057
08697;8;8190
17464;17;17050
16311;16;16036
51003;51;51001
29714;29;29085
16463;16;16185
22771;22;22076
28649;28;28128
05131;5;5125
19315;19;19178
09221;9;9219
22253;22;22218
32632;32;32012
39108;39;39073
44712;44;44195
15316;15;15027
35010;35;35016
26328;26;26060
09611;9;9450
24839;24;24098
04558;4;4005
37863;37;37029
47418;47;47079
48600;48;48085
08553;8;8269
49145;49;49153
36770;36;36048
06207;6;6002
03179;3;3015
09348;9;9295
29718;29;29009
31192;31;31086
19190;19;19274
04662;4;4103
10413;10;10191
49140;49;49214
29639;29;29025
33410;33;33004
42318;42;42043
15577;15;15055
44791;44;44124
50750;50;50208
33839;33;33005
37753;37;37035
42341;42;42120
19286;19;19175
39727;39;39037
06630;6;6102
31177;31;31260
42365;42;42200
18570;18;18066
26359;26;26154
24200;24;24188
19224;19;19262
09259;9;9178
16142;16;16121
14913;14;14024
27388;27;27022
27241;27;27029
37795;37;37156
46611;46;46064
34259;34;34084
15285;15;15013
09569;9;9214
30840;30;30008
21330;21;21025
03737;3;3082
16196;16;16263
43774;43;43115
49166;49;49247
17721;17;17102
06717;6;6156
21280;21;21009
16739;16;16213
08370;8;8035
43519;43;43104
15109;15;15019
19144;19;19194
06487;6;6038
09140;9;9301
48993;48;48044
24410;24;24034
08619;8;8177
33427;33;33035
18410;18;18176
32171;32;32002
34111;34;34245
44564;44;44145
37778;37;37156
41410;41;41024
22572;22;22089
23657;23;23031
30611;30;30031
34492;9;9373
32820;32;32020
47153;47;47076
22373;22;22069
25138;25;25231
46012;46;46250
29430;29;29903
24715;24;24023
27246;27;27044
04479;4;4020
45120;45;45153
22791;22;22208
03111;3;3046
50239;50;50087
33909;33;33031
37149;37;37370
01510;1;1059
47608;47;47219
43426;43;43130
14004;14;14021
24430;24;24196
37893;37;37121
18480;18;18182
19184;19;19070
27112;27;27018
22378;22;22230
08283;8;8060
09219;9;9013
20214;20;20026
25123;25;25228
44549;44;44006
25265;25;25068
33411;33;33030
25198;25;25904
14310;14;14047
27777;27;27063
04700;4;4902
33868;33;33059
44492;44;44102
22466;22;22084
07450;7;7055
10240;10;10066
12429;12;12090
19208;19;19024
12224;12;12017
44441;44;44103
47610;47;47231
19326;19;19222
44550;44;44014
37683;37;37195
40176;40;40150
32655;32;32067
17461;17;17079
15838;15;15056
18250;18;18914
40515;40;40172
14660;14;14014
15510;15;15055
15567;15;15081
08241;8;8053
32813;32;32084
40529;40;40061
04811;4;4070
08180;8;8138
24762;24;24124
17258;17;17199
31590;31;31070
33470;33;33020
49708;49;49258
26144;26;26108
28979;28;28140
28480;28;28068
49126;49;49246
22512;22;22205
04004;4;4013
31315;31;31178
25266;25;25130
40314;40;40091
50616;50;50902
46351;46;46106
40461;40;40138
42391;42;42162
08036;8;8019
09572;9;9413
22132;22;22178
08500;8;8298
08474;8;8097
37114;37;37150
33817;33;33011
24853;24;24021
49253;49;49131
37795;37;37200
39006;39;39075
40463;40;40058
45534;45;45095
19432;19;19199
09226;9;9041
08640;8;8147
09293;9;9057
28023;28;28079
13379;13;13094
33611;33;33037
17469;17;17052
24517;24;24059
24273;24;24055
45571;45;45017
18411;18;18151
29313;29;29097
40424;40;40076
36139;36;36902
32869;32;32042
43427;43;43159
25284;25;25163
39698;39;39078
22336;22;22113
08358;8;8007
11139;11;11015
38712;38;38009
34247;34;34205
32615;32;32085
25612;25;25037
22728;22;22028
33710;33;33018
19239;19;19191
42180;42;42010
42260;42;42167
24141;24;24029
27618;27;27057
42300;42;42043
43140;43;43109
37427;37;37347
50512;50;50261
24136;24;24101
45311;45;45059
02249;2;2041
49173;49;49152
30365;30;30016
26111;26;26012
27373;27;27007
03207;3;3065
03314;3;3099
31451;31;31181
45577;45;45139
13594;13;13055
46173;46;46050
19141;19;19036
09610;9;9105
27280;27;27046
10989;10;10008
31413;31;31252
22126;22;22139
47151;47;47023
47170;47;47133
18420;18;18116
36543;36;36052
50213;50;50082
24911;24;24020
03811;3;3073
22375;22;22107
36989;36;36022
44423;44;44143
31891;31;31144
12595;12;12033
36878;36;36030
36760;36;36048
09213;9;9412
04532;4;4901
42138;42;42064
44394;44;44046
03517;3;3027
30205;30;30016
39574;39;39013
49690;49;49187
15685;15;15047
24515;24;24059
32510;32;32019
49347;49;49062
13116;13;13006
24849;24;24179
19441;19;19235
15617;15;15050
32858;32;32041
22484;22;22129
34118;34;34903
26211;26;26063
34209;34;34086
17468;17;17218
33793;33;33041
13100;13;13063
37497;37;37127
34486;34;34170
23670;23;23026
30332;30;30021
46314;46;46129
04828;4;4099
31284;31;31265
32410;32;32046
34870;34;34171
40195;40;40194
47230;47;47082
24149;24;24012
45918;45;45131
29007;29;29067
12312;12;12112
37450;37;37187
24765;24;24216
29720;29;29082
46940;46;46159
24232;24;24006
02154;2;2064
47130;47;47161
22720;22;22901
25717;25;25005
33730;33;33027
22254;22;22232
24339;24;24217
38470;38;38042
03723;3;3006
27329;27;27050
06860;6;6046
03786;3;3001
37713;37;37332
13240;13;13079
36877;36;36030
36828;36;36043
36193;36;36002
27766;27;27061
49030;49;49275
18380;18;18102
27520;27;27009
14008;14;14021
40185;40;40213
42230;42;42113
17709;17;17086
46920;46;46169
10849;10;10084
25264;25;25248
08755;8;8287
18200;18;18127
22452;22;22113
15509;15;15035
05200;5;5016
07300;7;7027
02215;2;2082
29591;29;29067
45641;45;45043
07144;7;7047
31878;31;31144
36887;36;36009
15817;15;15010
17812;17;17114
15292;15;15020
07459;7;7055
15683;15;15084
16857;16;16045
24323;24;24050
25153;25;25182
46560;46;46163
03815;3;3103
20810;20;20016
28971;28;28066
27568;27;27032
20280;20;20036
20213;20;20043
42218;42;42204
32428;32;32040
39612;39;39052
50178;50;50022
32911;32;32075
16214;16;16092
06692;6;6062
11150;11;11007
31799;31;31188
22715;22;22130
15358;15;15022
25112;25;25912
31002;31;31201
28511;28;28165
32800;32;32024
24916;24;24106
47131;47;47135
27625;27;27055
39329;39;39001
44721;44;44085
42173;42;42014
40331;40;40140
36567;36;36018
34112;34;34218
25717;25;25910
26300;26;26102
32698;32;32053
18248;18;18132
03804;3;3009
25583;25;25234
17131;17;17153
45291;45;45051
09347;9;9194
15107;15;15019
27540;27;27058
10450;10;10105
10630;10;10146
24251;24;24105
10511;10;10046
09574;9;9216
15379;15;15032
42148;42;42098
05520;5;5176
10693;10;10155
42291;42;42144
05520;5;5247
27699;27;27026
19350;19;19190
37004;37;37274
48194;48;48042
38350;38;38043
47814;47;47215
15895;15;15002
21820;21;21046
15200;15;15057
18818;18;18045
22281;22;22119
39594;39;39033
05191;5;5172
30411;30;30015
50316;50;50047
23339;23;23097
38420;38;38034
39805;39;39057
37793;37;37046
06499;6;6088
28460;28;28087
24125;24;24167
44596;44;44108
03013;3;3014
50696;50;50078
52002;52;52001
19238;19;19203
22372;22;22069
09195;9;9439
10459;10;10091
42367;42;42035
04110;4;4066
29692;29;29041
08695;8;8093
32693;32;32077
10163;10;10012
08281;8;8170
16878;16;16165
41804;41;41067
24001;24;24089
26133;26;26132
40161;40;40139
34248;34;34060
16417;16;16100
22116;22;22119
37893;37;37322
08201;8;8187
25552;25;25173
32700;32;32043
33612;33;33037
49359;49;49224
42211;42;42111
32780;32;32063
37797;37;37073
25737;25;25044
45479;45;45092
17300;17;17023
09258;9;9445
06490;6;6103
08759;8;8295
18191;18;18157
31243;31;31125
44497;44;44208
08750;8;8123
17530;17;17036
40270;40;40043
24218;24;24180
08711;8;8143
50013;50;50297
09679;9;9232
10187;10;10007
29689;29;29051
05132;5;5106
49518;49;49003
29360;29;29074
27880;27;27902
04600;4;4053
28981;28;28106
39723;39;39045
37595;37;37107
44213;44;44184
45370;45;45156
16670;16;16171
26004;26;26089
42220;42;42050
35018;35;35016
42141;42;42127
36967;36;36027
22148;22;22090
47013;47;47186
13768;13;13098
15359;15;15022
27248;27;27044
50323;50;50110
36475;36;36039
44450;44;44192
16707;16;16060
36886;36;36009
44421;44;44026
07629;7;7004
43430;43;43176
11520;11;11030
15690;15;15005
27470;27;27041
27842;27;27065
03698;3;3002
28031;28;28079
46666;46;46209
14740;14;14036
10692;10;10089
19130;19;19045
40237;40;40174
43373;43;43035
08521;8;8086
45633;45;45079
33414;33;33010
47238;47;47005
24888;24;24183
44114;44;44257
45640;45;45144
07800;7;7026
28290;28;28127
33128;33;33051
50513;50;50237
01013;1;1059
16350;16;16055
32448;32;32052
45511;45;45077
26111;26;26115
50172;50;50017
42172;42;42135
12526;12;12136
09144;9;9361
22588;22;22117
19118;19;19022
24275;24;24133
46892;46;46173
37891;37;37144
25216;25;25194
33993;33;33067
21001;21;21041
09194;9;9030
46841;46;46090
50333;50;50286
46811;46;46118
40315;40;40051
25217;25;25141
47811;47;47152
05619;5;5199
25722;25;25071
17250;17;17048
37426;37;37222
03321;3;3099
10829;10;10099
20400;20;20071
39627;39;39048
33425;33;33035
39813;39;39083
19295;19;19147
05140;5;5121
02693;2;2027
10370;10;10070
29755;29;29034
45780;45;45166
22145;22;22024
32826;32;32020
41749;41;41903
33320;33;33019
35290;35;35019
07320;7;7056
17476;17;17119
33777;33;33075
15991;15;15011
09318;9;9405
15218;15;15042
31380;31;31065
21430;21;21042
25221;25;25004
35106;35;35019
46312;46;46249
21300;21;21017
09252;9;9220
37762;37;37125
40419;40;40076
17212;17;17117
24837;24;24177
41389;41;41088
47608;47;47026
18440;18;18035
43412;43;43147
19184;19;19323
26132;26;26088
16532;16;16094
06830;6;6162
08380;8;8110
30392;30;30016
41560;41;41041
43775;43;43076
01240;1;1001
17731;17;17196
42391;42;42043
46119;46;46178
19262;19;19257
12500;12;12138
21750;21;21005
09593;9;9006
35640;35;35014
36449;36;36034
04200;4;4088
33891;33;33059
42167;42;42019
44490;44;44101
12222;12;12006
48289;48;48063
33010;33;33066
40554;40;40115
27150;27;27039
15624;15;15004
38008;38;38038
04692;4;4089
49015;49;49275
22850;22;22199
25133;25;25251
25336;25;25049
37795;37;37051
46295;46;46225
27267;27;27010
20007;20;20069
26213;26;26087
25718;25;25005
12165;12;12014
16003;16;16078
48191;48;48037
39460;39;39018
27596;27;27060
34800;34;34004
40552;40;40039
45637;45;45049
47650;47;47058
43736;43;43082
46391;46;46213
22002;22;22125
11660;11;11026
46591;46;46010
19351;19;19190
22571;22;22045
49514;49;49071
06183;6;6015
34846;34;34056
03726;3;3042
15808;15;15079
18708;18;18004
24434;24;24070
17242;17;17142
42112;42;42024
09268;9;9346
50549;50;50011
09292;9;9100
05412;5;5207
21420;21;21042
06108;6;6095
09640;9;9184
09558;9;9903
24231;24;24105
32823;32;32020
49590;49;49114
24292;24;24190
10640;10;10050
16312;16;16093
17174;17;17161
40135;40;40185
27722;27;27048
31130;31;31161
36316;36;36021
12320;12;12099
49141;49;49063
07579;7;7006
16145;16;16909
50331;50;50162
20005;20;20069
19327;19;19213
26325;26;26039
03579;3;3124
15660;15;15017
24398;24;24057
33127;33;33069
03291;3;3065
37777;37;37312
47464;47;47102
38852;38;38049
38205;38;38023
17469;17;17005
37130;37;37107
03170;3;3113
07639;7;7013
09259;9;9082
16317;16;16205
18311;18;18122
38649;38;38006
46814;46;46243
08569;8;8254
45651;45;45170
27270;27;27046
06660;6;6051
09314;9;9428
04878;4;4087
35011;35;35016
37830;37;37108
05690;5;5037
46022;46;46250
40300;40;40195
09245;9;9149
47165;47;47032
31630;31;31098
40542;40;40229
01476;1;1010
22080;22;22125
09560;9;9124
41658;41;41062
23692;23;23002
46025;46;46250
38280;38;38046
09311;9;9168
38759;38;38027
20140;20;20009
13428;13;13044
26526;26;26054
06850;6;6012
17537;17;17006
26126;26;26091
21650;21;21018
45642;45;45035
05215;5;5235
09460;9;9218
39407;39;39021
31013;31;31016
05212;5;5078
38670;38;38001
36318;36;36057
50347;50;50002
37510;37;37233
04450;4;4050
28610;28;28174
46118;46;46228
50400;50;50073
24370;24;24170
33708;33;33034
20100;20;20053
32848;32;32006
23485;23;23070
49125;49;49047
42161;42;42019
05160;5;5019
14978;14;14037
36331;36;36057
39683;39;39071
02139;2;2017
03322;3;3099
33815;33;33011
16236;16;16113
50247;50;50177
46174;46;46114
50134;50;50133
25283;25;25148
39001;39;39075
44414;44;44165
23100;23;23058
32430;32;32022
27306;27;27022
37447;37;37271
46824;46;46206
12184;12;12103
32134;32;32076
13473;13;13015
37176;37;37028
42145;42;42061
10393;10;10199
42317;42;42189
44190;44;44216
26371;26;26163
08697;25;25910
38509;38;38004
02490;2;2037
42315;42;42152
26325;26;26172
15540;15;15054
25617;25;25035
30593;30;30016
34349;34;34091
45180;45;45031
27818;27;27065
23360;23;23072
09220;9;9250
08921;8;8245
50695;50;50051
44400;44;44158
25711;25;25140
03750;3;3101
04113;4;4066
20492;20;20022
44740;44;44267
27375;27;27007
29719;29;29094
33929;33;33031
14460;14;14023
24989;24;24060
29567;29;29013
24447;24;24119
27620;27;27055
33594;33;33036
34813;34;34004
37750;37;37261
24209;24;24107
47133;47;47081
42158;42;42078
26320;26;26026
37114;37;37369
25516;25;25161
49333;49;49204
32630;32;32032
05120;5;5212
09199;9;9029
25110;25;25023
16220;16;16175
18290;18;18022
15994;15;15071
31500;31;31232
01004;1;1059
16236;16;16244
24234;24;24212
12529;12;12082
19275;19;19259
10332;10;10200
04431;4;4054
09462;9;9365
03311;3;3099
09349;9;9104
07812;7;7050
24858;24;24021
31192;31;31023
20018;20;20069
31700;31;31050
20494;20;20006
09614;9;9039
10590;10;10116
34340;34;34206
15173;15;15058
17462;17;17173
46960;46;46021
11170;11;11023
09269;9;9303
17006;17;17079
19245;19;19080
39588;39;39015
50240;50;50177
15318;15;15001
21200;21;21007
16541;16;16906
19227;19;19239
16431;16;16018
39610;39;39008
26221;26;26068
10280;10;10102
17539;17;17099
32787;32;32063
33529;33;33040
02151;2;2021
49319;49;49134
10868;10;10093
27415;27;27031
32454;32;32025
34305;34;34024
37493;37;37241
18001;18;18087
25185;25;25102
37894;37;37175
46590;46;46120
06172;6;6131
12181;12;12029
20540;20;20034
02448;2;2049
04715;4;4902
11311;11;11033
49211;49;49037
07730;7;7002
09117;9;9417
42257;42;42025
24163;24;24201
05427;5;5095
14830;14;14025
34113;34;34126
05571;5;5038
38359;38;38041
25178;25;25056
02480;2;2086
36740;36;36054
41015;41;41091
45592;45;45025
40420;40;40113
09612;9;9144
39792;39;39042
10630;10;10050
05309;5;5264
23530;23;23052
32357;32;32015
24960;24;24137
45654;45;45150
32930;32;32008
31140;31;31038
14110;14;14030
32512;32;32013
34848;34;34904
44140;44;44060
09591;9;9906
35128;35;35019
25575;25;25017
18516;18;18025
36001;36;36038
37115;37;37167
28925;28;28007
46687;46;46008
08830;8;8200
37451;37;37088
24312;24;24071
47176;47;47061
03811;3;3060
05278;5;5241
33347;33;33056
27867;27;27038
27868;27;27064
41657;41;41037
10440;10;10014
49192;49;49178
25137;25;25078
28007;28;28079
41350;41;41099
46714;46;46188
40210;40;40063
16193;16;16089
35640;35;35009
35109;35;35019
15856;15;15093
46792;46;46083
34305;34;34240
40356;40;40037
16856;16;16067
01220;1;1046
37270;37;37285
38510;38;38011
02120;2;2060
24164;24;24079
09100;9;9211
10392;10;10085
24521;24;24198
42192;42;42205
48003;48;48020
02462;2;2084
03191;3;3902
08107;8;8115
17002;17;17079
19445;19;19145
37002;37;37274
05230;5;5168
39409;39;39069
16813;16;16228
39798;39;39020
09511;9;9908
17001;17;17079
20302;20;20045
48920;48;48078
37516;37;37157
37488;37;37264
11159;11;11039
46891;46;46075
16141;16;16163
38840;38;38050
18127;18;18106
07713;7;7052
43413;43;43101
40234;40;40127
27266;27;27010
23740;23;23005
06240;6;6052
01213;1;1047
37216;37;37208
34310;34;34127
09219;9;9120
24248;24;24174
33170;33;33044
50790;50;50101
06107;6;6095
16410;16;16106
32750;32;32049
07640;7;7059
33873;33;33073
36889;36;36009
15983;15;15072
18569;18;18132
19005;19;19130
32650;32;32090
41430;41;41056
17166;17;17194
37488;37;37015
40496;40;40230
08320;8;8118
16216;16;16903
25595;25;25126
24492;24;24064
12412;12;12067
40121;40;40017
19162;19;19220
37861;37;37114
44559;44;44260
25240;25;25122
08027;8;8019
03795;3;3115
24248;24;24026
30590;30;30030
45860;45;45185
10110;10;10110
22710;22;22086
42218;42;42183
04210;4;4060
24282;24;24142
07530;7;7051
32520;32;32013
27890;27;27013
34257;34;34210
27546;27;27058
10514;10;10203
33746;33;33023
32764;32;32080
33159;33;33021
31809;31;31189
42180;42;42024
38438;38;38022
32624;32;32050
27130;27;27004
20860;20;20032
39318;39;39044
39840;39;39002
36880;36;36009
36990;36;36051
08736;8;8085
50615;50;50276
50691;50;50013
48311;48;48028
46147;46;46087
30507;30;30027
30120;30;30030
09125;9;9227
25689;25;25098
20809;20;20016
31281;31;31184
41880;41;41083
48382;48;48062
32570;32;32045
36668;36;36032
04899;4;4070
09341;9;9194
04692;4;4053
39419;34;34135
33530;33;33049
18400;18;18147
33859;33;33059
27341;27;27024
47675;47;47209
16118;16;16029
32226;32;32056
18563;18;18178
31491;31;31103
47329;47;47195
11012;11;11012
33492;33;33014
22583;25;25234
49007;49;49275
03788;3;3136
27293;27;27028
15141;15;15005
25654;25;25234
37488;37;37359
13590;13;13048
15118;15;15040
40170;40;40199
34257;34;34121
46669;46;46222
33577;33;33046
36435;36;36001
20304;20;20045
42108;42;42057
10310;10;10180
18518;18;18108
49171;49;49152
37786;37;37143
30878;30;30026
27380;27;27022
40318;40;40049
50482;50;50295
04746;4;4903
46291;46;46063
05358;5;5140
30848;30;30008
31481;31;31158
50345;50;50009
38240;38;38023
15290;15;15053
21310;21;21902
08737;8;8288
27860;27;27064
06740;6;6097
14480;14;14003
35450;35;35023
08593;8;8276
50391;50;50284
27694;27;27006
29320;29;29032
05427;5;5075
22423;22;22103
25560;25;25209
18516;18;18161
06197;6;6045
06479;6;6041
37791;37;37251
47316;47;47118
37406;37;37351
22760;22;22044
36215;36;36057
19141;19;19160
47153;47;47186
10493;10;10157
25526;25;25173
29315;29;29098
32611;32;32021
50840;50;50235
39549;39;39095
47810;47;47205
03516;3;3037
04279;4;4086
49210;49;49008
25214;25;25202
45183;45;45183
05151;5;5903
44491;44;44133
04458;4;4023
22460;22;22177
10829;10;10155
34467;34;34104
49126;49;49014
36161;36;36038
38892;38;38049
05697;5;5170
32003;32;32054
08775;8;8287
09339;9;9443
23240;23;23063
19245;19;19031
12159;12;12038
17762;17;17100
28248;28;28072
38007;38;38038
39513;39;39066
08172;8;8205
45644;45;45120
22415;22;22128
25001;25;25120
28830;28;28130
49718;49;49115
17162;17;17020
27437;27;27041
36559;36;36017
36003;36;36038
30868;30;30016
28039;28;28079
24523;24;24171
36412;36;36039
07143;7;7047
35015;35;35016
39007;39;39075
43361;43;43096
15326;15;15070
47010;47;47186
21668;21;21019
26009;26;26089
33567;33;33056
35269;35;35002
37115;37;37170
06970;6;6110
28941;28;28058
31281;31;31148
40002;40;40194
15821;15;15066
18710;18;18177
25632;25;25904
03788;3;3134
06711;6;6044
15899;15;15078
36615;36;36005
17160;17;17008
07013;7;7040
36557;36;36018
48910;48;48084
33718;33;33077
48990;48;48044
01130;1;1063
40184;40;40163
05299;5;5134
03188;3;3133
37670;37;37298
12318;12;12091
32896;32;32051
37170;37;37087
40173;40;40019
42328;42;42058
36859;36;36902
49721;49;49061
09451;9;9022
27865;27;27038
31748;31;31090
02210;2;2007
32690;32;32079
49001;49;49275
37553;37;37258
40470;40;40145
33669;33;33044
14113;14;14030
19442;19;19002
46822;46;46073
33938;33;33066
47237;47;47082
08212;8;8223
15887;15;15066
44132;44;44135
48002;48;48020
25514;25;25173
33590;33;33055
12413;12;12010
26190;26;26103
46115;46;46025
31454;31;31209
34420;34;34011
05278;5;5022
08906;8;8101
34844;34;34056
24220;24;24181
02461;2;2028
08033;8;8019
27391;27;27047
37497;37;37145
41240;41;41009
05113;5;5041
09649;9;9447
28014;28;28079
03801;3;3009
33520;33;33040
38715;38;38030
33858;33;33059
15826;15;15006
36550;36;36018
16537;16;16051
18329;18;18175
02153;2;2020
28693;28;28119
31219;31;31175
37148;37;37360
38360;38;38041
23486;23;23070
39002;39;39075
14920;14;14002
09146;9;9416
05430;5;5002
34466;34;34241
19268;19;19257
09143;9;9361
03740;3;3071
40553;40;40039
02124;2;2006
19354;19;19227
30179;30;30030
40192;40;40002
46850;46;46183
32860;32;32030
48391;48;48067
36685;36;36017
37682;37;37298
45910;45;45061
44561;44;44212
03610;3;3104
28803;28;28005
49177;49;49008
08950;8;8077
07008;7;7040
36312;36;36057
09318;9;9138
10625;10;10108
19292;19;19098
27579;27;27003
08901;8;8101
27529;27;27009
45571;45;45007
22004;22;22125
34112;34;34245
38110;38;38038
43514;43;43077
24855;24;24121
23690;23;23033
41900;41;41021
46419;46;46235
33469;33;33014
34400;34;34083
49018;49;49275
08233;8;8291
17486;17;17047
34239;34;34189
35003;35;35016
09258;9;9048
27688;27;27901
41888;41;41088
44126;44;44109
33865;33;33059
50133;50;50023
01427;9;9192
19492;19;19038
44367;44;44045
15179;15;15058
37291;37;37101
02520;2;2029
47197;47;47186
40567;40;40154
19133;19;19200
44146;44;44156
29690;29;29041
33729;33;33007
42164;42;42019
42218;42;42038
20260;20;20005
20850;20;20901
06655;6;6118
43886;43;43165
47360;47;47127
31264;31;31005
43362;43;43049
47313;47;47170
33694;33;33033
44122;44;44127
09345;9;9179
28660;28;28022
22250;22;22137
33414;33;33030
08291;8;8180
20014;20;20069
33770;33;33074
27728;27;27048
24325;24;24018
40517;40;40170
07638;7;7059
37428;37;37225
17463;17;17067
24195;24;24175
05514;5;5155
13129;13;13052
19334;19;19265
24569;24;24206
31016;31;31201
40360;40;40041
06439;6;6047
22412;22;22903
27180;27;27028
29580;29;29038
30610;30;30034
16337;16;16135
18514;18;18010
37129;37;37087
36142;36;36058
49800;49;49219
26215;26;26155
39570;39;39055
05217;5;5231
15800;15;15046
07871;7;7024
15190;15;15030
29566;29;29040
16191;16;16030
46989;46;46190
09346;9;9113
33327;33;33019
17100;17;17022
18290;18;18003
41630;41;41052
25520;25;25173
32161;32;32052
25722;25;25030
14720;14;14005
24820;24;24098
27651;27;27034
37798;37;37202
46160;46;46147
47183;47;47169
24600;24;24114
39100;39;39073
01128;1;1017
27749;27;27030
44590;44;44031
49337;49;49067
29492;29;29057
31243;31;31046
37510;37;37002
24744;24;24067
25651;25;25001
36836;36;36025
10004;10;10037
36330;36;36057
27325;27;27017
50548;50;50063
26130;26;26051
40142;40;40111
09471;9;9137
33813;33;33011
34470;34;34037
43202;43;43123
40533;40;40014
46511;46;46058
31745;31;31129
32830;32;32047
12232;12;12013
09219;9;9419
12599;12;12093
13160;13;13083
37524;37;37234
50342;50;50201
10620;10;10041
49319;49;49112
09228;9;9236
15980;15;15065
50639;50;50107
24540;24;24030
33959;33;33060
37794;37;37217
42108;42;42075
42220;42;42119
25289;25;25044
08796;8;8154
19162;19;19130
08042;8;8019
17534;17;17145
14547;14;14060
08559;8;8026
17538;17;17069
44390;44;44207
19344;19;19099
42311;42;42052
18129;18;18034
37607;37;37219
05634;5;5104
22125;22;22135
33735;33;33048
48240;48;48019
06380;6;6070
24206;24;24178
06475;6;6094
15881;15;15012
42330;42;42162
44495;44;44050
34882;34;34062
09215;9;9109
33582;33;33040
15113;15;15043
14130;14;14033
33827;33;33026
24810;24;24137
28523;28;28123
18010;18;18087
43747;43;43084
49149;49;49123
06892;6;6135
37768;37;37300
10185;10;10027
32666;32;32001
44424;44;44010
13194;13;13072
09131;9;9907
22710;22;22130
12431;12;12114
46625;46;46097
45160;45;45070
11400;11;11020
14800;14;14055
03760;3;3095
06910;6;6059
07570;7;7006
38632;38;38006
19390;19;19099
13115;13;13006
05410;5;5132
47689;47;47140
09292;9;9354
13449;13;13024
12222;12;12002
24356;24;24026
50135;50;50164
08698;8;8242
19113;19;19124
16440;16;16130
22483;22;22244
29631;29;29025
17003;17;17079
24206;24;24203
40430;40;40030
32838;32;32047
09310;9;9464
16421;16;16172
17455;17;17033
34878;34;34171
44155;44;44001
46368;46;46158
31670;31;31195
05150;5;5181
39408;39;39025
46470;46;46094
40510;40;40170
49709;49;49031
33619;33;33037
15561;15;15076
36455;36;36050
24009;24;24089
37452;37;37211
08918;8;8015
44200;44;44050
22141;22;22081
37770;37;37156
36153;36;36038
