c_postal;id_provincia;c_ine
35005;35;35016
09568;9;9215
43830;43;43153
43813;43;43010
09615;9;9318
15166;15;15008
37267;37;37363
39686;39;39071
21530;21;21006
06150;6;6121
30176;30;30032
34112;34;34169
15155;15;15037
18813;18;18912
26143;26;26099
33201;33;33024
49699;49;49118
09348;9;9231
41800;41;41087
09128;9;9368
27286;27;27044
45575;45;45010
26288;26;26162
14811;14;14013
40408;40;40146
12230;12;12113
43885;43;43135
10370;10;10093
41005;41;41091
26213;26;26150
33845;33;33005
06134;6;6140
35307;35;35021
34491;34;34161
32153;32;32059
03469;3;3023
48620;48;48077
37791;37;37259
04567;4;4010
31013;31;31903
31311;31;31067
09230;9;9128
24391;24;24162
42190;42;42173
07590;7;7014
10492;10;10206
42120;42;42096
19261;19;19162
22133;22;22064
23312;23;23095
24252;24;24150
32641;32;32062
25717;25;25909
28807;28;28005
37810;37;37148
08733;8;8164
17528;17;17082
36307;36;36003
12428;12;12063
28794;28;28067
50001;50;50297
29330;29;29010
09316;9;9051
10824;10;10099
45683;45;45045
47012;47;47186
12230;12;12123
47003;47;47186
20249;20;20047
49318;49;49177
23450;23;23046
46132;46;46032
10529;10;10114
25610;25;25156
27790;27;27005
39573;39;39013
44230;44;44219
08514;8;8109
44115;44;44120
33300;33;33076
47132;47;47146
28861;28;28104
37449;37;37142
17831;17;17174
19126;19;19247
25139;25;25134
49622;49;49028
10190;10;10049
21890;21;21047
34338;34;34001
13249;13;13902
06713;6;6001
46015;46;46250
45124;45;45042
35140;35;35012
31720;31;31050
37712;37;37161
16370;16;16258
42313;42;42152
04289;4;4048
36118;36;36007
22513;22;22175
43365;43;43015
27133;27;27004
16660;16;16154
23193;23;23018
38428;38;38034
50018;50;50297
28250;28;28061
33693;33;33033
35420;35;35013
31100;31;31206
28110;28;28009
37439;37;37092
25317;25;25003
39690;39;39099
11579;11;11020
46891;46;46189
22636;22;22059
33874;33;33073
49031;49;49275
13327;13;13076
24281;24;24015
49559;49;49087
13679;13;13018
25120;25;25013
38203;38;38023
09640;9;9183
26315;26;26092
27686;27;27901
36420;36;36014
50108;50;50024
50638;50;50064
47300;47;47114
04550;4;4050
37320;37;37358
18416;18;18033
18198;18;18101
30335;30;30021
06442;6;6112
24323;24;24190
29713;29;29099
09257;9;9431
12540;12;12135
32612;32;32021
24134;24;24132
46711;46;46168
41950;41;41029
37350;37;37016
09245;9;9056
50391;50;50174
28042;28;28079
03450;3;3021
09133;9;9166
27614;27;27057
40421;40;40901
35413;35;35013
42153;42;42160
39820;39;39038
16649;16;16176
05130;5;5238
27626;27;27055
27531;27;27009
50481;50;50007
33758;33;33023
36472;36;36049
28540;28;28110
33958;33;33060
27654;27;27034
37191;37;37070
44588;44;44037
33529;33;33009
07005;7;7040
34485;34;34124
03007;3;3014
03503;3;3031
22808;22;22004
30189;30;30012
34828;34;34027
37460;37;37283
33111;33;33072
10129;10;10029
47311;47;47063
16522;16;16162
12598;12;12089
22622;22;22163
10359;10;10160
30592;30;30035
44124;44;44159
49213;49;49064
50259;50;50031
16313;16;16014
32869;32;32030
19141;19;19326
44311;44;44258
46145;46;46252
02312;2;2008
45224;45;45161
27330;27;27047
30729;30;30035
44231;44;44065
47686;47;47089
20110;20;20064
13195;13;13034
15338;15;15061
25751;25;25223
43155;43;43103
03530;3;3094
28903;28;28065
37763;37;37287
38399;38;38039
22282;22;22014
09109;9;9091
14739;14;14053
23684;23;23002
29108;29;29058
35217;35;35031
37659;37;37214
05610;5;5024
08262;8;8038
03208;3;3065
40468;40;40129
09197;9;9907
46293;46;46053
08850;8;8089
33939;33;33031
38355;38;38043
48212;48;48059
08303;8;8121
44709;44;44155
19243;19;19097
14010;14;14021
18410;18;18043
18811;18;18194
27577;27;27003
32769;32;32049
09450;9;9035
10137;10;10017
16460;16;16027
02314;2;2059
06730;6;6001
34305;34;34053
44369;44;44018
08550;8;8017
31877;31;31144
30528;30;30022
50612;50;50205
27713;27;27051
28708;28;28134
43382;43;43081
25154;25;25067
18152;18;18068
10262;10;10002
49561;49;49104
42165;42;42174
30850;30;30039
39420;39;39010
47317;47;47143
32449;32;32059
42169;42;42019
22213;22;22137
22362;22;22189
39390;39;39076
23539;23;23009
27511;27;27016
49009;49;49275
06394;6;6021
29197;29;29092
19184;19;19288
40512;40;40170
14029;14;14021
27748;27;27030
36474;36;36049
29730;29;29082
14006;14;14021
41770;41;41064
13004;13;13034
41218;41;41049
15320;15;15070
47672;47;47183
03012;3;3014
25611;25;25156
05560;5;5191
16141;16;16070
46860;46;46006
27623;27;27055
21410;21;21042
05211;5;5043
22270;22;22021
34409;34;34222
09199;9;9026
30814;30;30024
07313;7;7058
15215;15;15042
27544;27;27058
27244;27;27053
50683;50;50168
05510;5;5225
40420;40;40904
31869;31;31126
17722;17;17060
18150;18;18084
42132;42;42016
23212;23;23024
44566;44;44178
45250;45;45014
04009;4;4013
22347;22;22066
24480;24;24109
47609;47;47153
29003;29;29067
24238;24;24002
45100;45;45163
17457;17;17150
36779;36;36036
17856;17;17046
10480;10;10111
50267;50;50166
17469;17;17074
24745;24;24067
31292;31;31005
34128;34;34175
10390;10;10173
31005;31;31201
34468;34;34092
05212;5;5077
50322;50;50110
29570;29;29038
34439;34;34180
44769;44;44238
33778;33;33017
07181;7;7011
08476;8;8202
04639;4;4064
08015;8;8019
25655;25;25115
32515;32;32019
41017;41;41091
27346;27;27024
46009;46;46250
19192;19;19125
11312;11;11033
24497;24;24109
12125;12;12142
30149;30;30901
33554;39;39088
14350;14;14047
06177;6;6147
27268;27;27010
28002;28;28079
33795;33;33018
28342;28;28161
35508;35;35024
22283;22;22014
18247;18;18132
28950;28;28089
33829;33;33010
13620;13;13061
28130;28;28162
03795;3;3131
28620;28;28008
39650;39;39074
36419;36;36033
34488;34;34004
36970;36;36051
31880;31;31149
47463;47;47189
19275;19;19008
49216;49;49077
36659;36;36005
50314;50;50084
39350;39;39085
03780;3;3110
23540;23;23090
45360;45;45195
15003;15;15030
31119;31;31088
32227;32;32056
09227;9;9180
25753;25;25191
33138;33;33039
37592;37;37096
22622;22;22199
38590;38;38020
12232;12;12118
19276;19;19049
48550;48;48071
42107;42;42217
05003;5;5019
07680;7;7033
08230;8;8120
44587;44;44114
10350;10;10019
01191;1;1901
40354;40;40902
22360;22;22133
42216;42;42123
44492;44;44132
09343;9;9437
49190;49;49127
12513;12;12042
22467;22;22221
09290;9;9133
27816;27;27065
35639;35;35003
47009;47;47186
46692;46;46174
21005;21;21041
19196;19;19039
25161;25;25014
09313;9;9017
46726;46;46153
12120;12;12072
33157;33;33021
24995;24;24025
08903;8;8101
05196;5;5245
04620;4;4100
07003;7;7040
50682;50;50245
21610;21;21064
10319;10;10180
08585;8;8131
17172;17;17133
36569;36;36018
40442;40;40176
11340;11;11903
24520;24;24198
09640;9;9381
10374;10;10134
03659;3;3105
09258;9;9123
15365;15;15901
38615;38;38052
24390;24;24115
30007;30;30030
30167;30;30030
37117;37;37117
22375;22;22069
35368;35;35025
06185;6;6901
02450;2;2067
49162;49;49009
19243;19;19321
06820;6;6043
22714;22;22199
09248;9;9036
09244;9;9283
35629;35;35030
37468;37;37293
37874;37;37121
12110;12;12005
29569;29;29080
30201;30;30016
40313;40;40202
06929;6;6014
29190;29;29067
47017;47;47186
33393;33;33024
44730;44;44177
50688;50;50144
47129;47;47014
24315;24;24014
11406;11;11020
37882;37;37008
33716;33;33018
27411;27;27031
30382;30;30016
16191;16;16254
27814;27;27065
16709;16;16238
10199;10;10037
23747;23;23005
36216;36;36057
27594;27;27058
18160;18;18094
35627;35;35014
37494;37;37183
03160;3;3015
36980;36;36022
42342;42;42162
03812;3;3020
27866;27;27038
47329;47;47039
24126;24;24167
09554;9;9903
01117;1;1017
24386;24;24122
28944;28;28058
39197;39;39079
29620;29;29901
31006;31;31201
19244;19;19203
03813;3;3130
45908;45;45129
10711;10;10086
15638;15;15091
22141;22;22058
13260;13;13023
29510;29;29012
24275;24;24158
23196;23;23050
08694;8;8903
37460;37;37025
35215;35;35026
37874;37;37148
05358;5;5005
09248;9;9076
07260;7;7043
46727;46;46211
31744;31;31087
42128;42;42037
09294;9;9276
36626;36;36901
08398;8;8261
02638;2;2050
17536;17;17201
44162;44;44181
06909;6;6134
32698;32;32085
08940;8;8073
07815;7;7050
22003;22;22125
32339;32;32017
33006;33;33044
27560;27;27032
31867;31;31040
08338;8;8230
09450;9;9451
37894;37;37352
49622;49;49092
25799;25;25030
40317;40;40210
16140;16;16245
25794;25;25155
44559;44;44096
49192;49;49095
15172;15;15058
04768;4;4007
18314;18;18122
28905;28;28065
05153;5;5025
05514;5;5038
16195;16;16211
11408;11;11020
09614;9;9173
37892;37;37122
49540;49;49099
02330;2;2008
31754;31;31117
32311;32;32073
49337;49;49139
25230;25;25137
27637;27;27057
33846;33;33005
40164;40;40020
42127;42;42096
22131;22;22174
07071;7;7040
26212;9;9219
13210;13;13097
24878;24;24068
07701;7;7032
50021;50;50297
39554;39;39063
31012;31;31201
40462;40;40015
15990;15;15011
47480;47;47065
17539;17;17078
32358;32;32038
05111;5;5211
42126;42;42063
09640;9;9340
25568;25;25209
14812;14;14004
39507;39;39090
48902;48;48013
43811;43;43036
20569;20;20059
42142;42;42080
27752;27;27030
40593;40;40046
28292;28;28061
22808;50;50185
24290;24;24153
34309;34;34224
38910;38;38048
46869;46;46003
39193;39;39006
39005;39;39075
17852;17;17190
22370;22;22069
25003;25;25120
38750;38;38027
34115;34;34157
37621;37;37018
50686;50;50186
29552;29;29018
37724;37;37102
39477;39;39052
02003;2;2003
43150;43;43043
24514;24;24059
31415;31;31210
35457;35;35023
26587;26;26100
25457;25;25253
35300;35;35021
22450;22;22111
46200;46;46186
43780;43;43064
47110;47;47036
10272;10;10161
33417;33;33016
42210;42;42200
33727;33;33007
24378;24;24170
28751;28;28030
45940;45;45180
49215;49;49101
24458;24;24102
38419;38;38031
01207;1;1027
40239;40;40905
22367;22;22114
47196;47;47111
29380;29;29046
21600;21;21072
25633;25;25234
47160;47;47122
31491;31;31212
22005;22;22125
50217;50;50263
48008;48;48020
06611;6;6161
11600;11;11038
43425;43;43142
46393;46;46148
28521;28;28123
27338;27;27047
06320;6;6081
31521;31;31176
37429;37;37033
08495;8;8082
13341;13;13081
22830;22;22173
46724;46;46187
47460;47;47031
32329;32;32073
24288;24;24224
32229;32;32056
34219;34;34051
22610;22;22199
31280;31;31014
25632;25;25196
09211;9;9238
49346;49;49062
18800;18;18023
15182;15;15021
33697;33;33024
22621;22;22199
09350;9;9033
28491;28;28093
25280;25;25151
27164;27;27014
24690;24;24901
45578;45;45033
25539;25;25025
36459;36;36050
44706;44;44066
13326;13;13057
18770;18;18006
22390;22;22115
36457;36;36050
28810;28;28172
28219;28;28054
33005;33;33044
36689;36;36017
11179;11;11039
33950;33;33060
47238;47;47074
09110;9;9091
28598;28;28173
44491;44;44032
03600;3;3066
19080;19;19130
39880;39;39101
07191;7;7007
13247;13;13074
27379;27;27015
31849;31;31127
33890;33;33001
02639;2;2015
14240;14;14009
24251;24;24006
48460;48;48074
20013;20;20069
33187;33;33066
08330;8;8172
35651;35;35014
02462;2;2028
09490;9;9337
17527;17;17094
28721;28;28029
19268;19;19282
31620;31;31122
49707;49;49197
50366;50;50161
49637;49;49055
24134;24;24101
28737;28;28114
49783;49;49105
32557;32;32086
42193;42;42195
34219;34;34201
42003;42;42173
36210;36;36057
27178;27;27049
50546;50;50060
27185;27;27028
36547;36;36052
46149;46;46134
28490;28;28018
23391;23;23091
41568;41;41084
25526;25;25043
38390;38;38039
16339;16;16117
37217;37;37361
25241;25;25099
03658;3;3105
09573;9;9216
36610;36;36060
08459;8;8198
37110;37;37327
10690;10;10903
15287;15;15062
22213;22;22174
24218;24;24094
25330;25;25244
46689;46;46904
19119;19;19111
15864;15;15002
16780;16;16019
35400;35;35006
49272;49;49152
13001;13;13034
08292;8;8076
34477;34;34903
15168;15;15075
43201;43;43123
46165;46;46076
24339;24;24160
37426;37;37229
07100;7;7061
24198;24;24189
32413;32;32018
20720;20;20017
22123;22;22027
44422;44;44002
28982;28;28106
22549;22;22225
47510;47;47004
40530;40;40016
24743;24;24067
49191;49;49127
04713;4;4904
17491;17;17132
22133;22;22027
15500;15;15035
14297;14;14029
34116;34;34126
11687;11;11018
05141;5;5145
07400;7;7003
42220;42;42088
03184;3;3133
32654;32;32067
12560;12;12028
30396;30;30016
39360;39;39076
06003;6;6015
24797;24;24141
36544;36;36052
50191;50;50297
50550;50;50160
09142;9;9906
26312;26;26016
28515;28;28101
39574;39;39050
41200;41;41005
09197;9;9439
44492;44;44036
16390;16;16147
44791;44;44142
07349;7;7010
16415;16;16249
08271;8;8010
27636;27;27055
27528;27;27009
46713;46;46048
49515;49;49173
30892;30;30023
01193;1;1059
08301;8;8121
31483;31;31156
47608;47;47208
27778;27;27002
25594;25;25126
41730;41;41020
06170;6;6005
42213;42;42023
44661;44;44013
09649;9;9381
46136;46;46177
22624;22;22072
46630;46;46128
03420;3;3053
04274;4;4027
47240;47;47182
18170;18;18011
18810;18;18039
13005;13;13034
07520;7;7041
36530;36;36047
36581;36;36059
33617;33;33037
08619;8;8024
30820;30;30005
31523;31;31006
32708;32;32043
09540;9;9394
11640;11;11010
25222;25;25205
35130;35;35012
50331;50;50196
04211;4;4088
13109;13;13068
36865;36;36042
40568;40;40032
50295;50;50228
37313;37;37178
19460;19;19317
08213;8;8167
37008;37;37085
49697;49;49130
37255;37;37044
38459;38;38015
18519;18;18167
41600;41;41011
17869;17;17192
34338;34;34019
40393;40;40075
50220;50;50034
12122;12;12060
31397;31;31228
02430;2;2030
31892;31;31136
39528;39;39024
29718;29;29050
33759;33;33023
17464;17;17166
36379;36;36035
49180;49;49275
46842;46;46175
34859;34;34049
40357;40;40092
47509;47;47139
21670;21;21052
16430;16;16186
44141;44;44236
01139;1;1063
27259;27;27010
17857;17;17185
34820;34;34027
34230;34;34182
22800;22;22039
15572;15;15054
47639;47;47212
22372;22;22109
33401;33;33004
46114;46;46260
50331;50;50229
11650;11;11041
15106;15;15019
25243;25;25158
25114;25;25912
27516;27;27016
17473;17;17210
35418;35;35006
37217;37;37058
10697;10;10116
46691;46;46251
27888;27;27013
46668;46;46151
48289;48;48047
48610;48;48089
50630;50;50008
18130;18;18126
16550;16;16901
17179;17;17207
27144;27;27011
43429;43;43105
02127;2;2060
46176;46;46106
47689;47;47028
23611;23;23041
24856;24;24129
33456;33;33010
32648;32;32016
37596;37;37306
25289;25;25064
37405;37;37082
44741;44;44110
33560;33;33056
24357;24;24026
32816;32;32024
46007;46;46250
42269;50;50259
03792;3;3100
02486;2;2086
09567;9;9215
24794;24;24131
36526;36;36020
38320;38;38023
27126;27;27011
39220;39;39094
19300;19;19190
23537;23;23902
10614;10;10196
40192;40;40205
28640;28;28031
37317;37;37022
08183;8;8055
27372;27;27007
24206;24;24074
28196;28;28902
42108;42;42134
36811;36;36045
47219;47;47147
34208;34;34023
46839;46;46226
33448;33;33025
44780;44;44161
03517;3;3057
17166;17;17189
30860;30;30026
25271;25;25192
06908;6;6086
30626;30;30020
29450;29;29081
10800;10;10067
05357;5;5234
34347;34;34094
06181;6;6015
39150;39;39061
01423;1;1049
07198;7;7040
15626;15;15051
16648;16;16255
33192;33;33035
33004;33;33044
22361;22;22144
47440;47;47053
05153;5;5015
06350;6;6067
24560;24;24206
33618;33;33037
34828;34;34158
31867;31;31025
46199;46;46099
37340;37;37288
43817;43;43113
15553;15;15087
49550;49;49068
13428;13;13052
39639;39;39081
14811;14;14055
24252;24;24017
09199;9;9463
01320;1;1043
28192;28;28021
38768;38;38024
03390;3;3024
05400;5;5014
10816;10;10053
24767;24;24125
27129;27;27011
31711;31;31239
10629;10;10135
18614;18;18124
33776;33;33062
15627;15;15035
05164;5;5175
28300;28;28013
39527;39;39068
44530;44;44122
05260;5;5057
26144;26;26053
04500;4;4045
21560;21;21057
08691;8;8127
40422;40;40152
16441;16;16101
30391;30;30016
16120;16;16903
22314;22;22201
17867;17;17039
49349;49;49181
08304;8;8121
50650;50;50118
18840;18;18082
28942;28;28058
33204;33;33024
35110;35;35022
08401;8;8096
47015;47;47186
42150;42;42215
03830;3;3092
15861;15;15077
24171;24;24226
31640;31;31058
25122;25;25112
36116;36;36902
03829;3;3056
40531;40;40142
06378;6;6142
32633;32;32005
49831;49;49030
22375;22;22143
10371;10;10159
39700;39;39020
39710;39;39042
43515;43;43063
32135;32;32076
27533;27;27016
33207;33;33024
25270;25;25192
22255;22;22236
41002;41;41091
43312;43;43167
05571;5;5052
40291;40;40074
42180;42;42054
50007;50;50297
24223;24;24073
44589;44;44187
06293;6;6024
26211;26;26148
49626;49;49201
19144;19;19121
44001;44;44216
24847;24;24179
17141;17;17018
46620;46;46044
08605;8;8130
25555;25;25202
35510;35;35028
16371;16;16274
46168;46;46234
17240;17;17089
40235;40;40013
04810;4;4072
24325;24;24077
33836;33;33059
27124;27;27011
36350;36;36035
35000;35;35032
18312;18;18122
10848;10;10902
47113;47;47213
08810;8;8231
26510;26;26117
26280;26;26061
43439;43;43158
15837;15;15077
47606;47;47070
22587;22;22155
32370;32;32060
19145;19;19233
42172;42;42218
19491;19;19154
49391;49;49145
06360;6;6054
03330;3;3059
23314;23;23092
49100;49;49260
32350;32;32072
38870;38;38049
44195;44;44216
38170;38;38038
07350;7;7008
16840;16;16254
27157;27;27039
24442;24;24041
24360;24;24210
37496;37;37097
47811;47;47096
09268;9;9407
21760;21;21005
04692;4;4006
25126;25;25021
29490;29;29046
25637;25;25234
08469;8;8081
23311;23;23080
08181;8;8267
30180;30;30012
35250;35;35011
24410;24;24007
23680;23;23002
22313;22;22088
28947;28;28058
33610;33;33037
21520;21;21006
37716;37;37212
45515;45;45091
15984;15;15072
23300;23;23095
13220;13;13904
31696;31;31092
27111;27;27018
10750;10;10024
12225;12;12116
48277;48;48030
28863;28;28041
52003;52;52001
36957;36;36029
13619;13;13903
33456;33;33016
37271;37;37039
43144;43;43160
04248;4;4086
25216;25;25114
02126;2;2011
32368;32;32083
18720;18;18916
27712;27;27051
03819;3;3009
09259;9;9308
36693;36;36045
09248;9;9310
19283;19;19032
31174;31;31262
30836;30;30030
44430;44;44240
36749;36;36054
39660;39;39019
08590;8;8134
29120;29;29008
09199;9;9044
25692;25;25002
28723;28;28108
11500;11;11027
36618;36;36060
08175;8;8205
24724;24;24090
29649;29;29070
45800;45;45142
21570;21;21068
37893;37;37352
14914;14;14048
44643;44;44118
35308;35;35021
16321;16;16202
40592;40;40054
08010;8;8019
33583;33;33049
24387;24;24122
25517;25;25161
29531;29;29059
21420;21;21010
31471;31;31172
45240;45;45002
17248;17;17160
41540;41;41077
06510;6;6006
26006;26;26168
14630;14;14050
30148;30;30901
09493;9;9065
29738;29;29082
23485;23;23028
30506;30;30027
09345;9;9032
22132;22;22050
32320;32;32073
28815;28;28057
46749;46;46083
49135;49;49175
06194;6;6015
36939;36;36004
25595;25;25903
09453;9;9403
09512;9;9908
24252;24;24174
37189;37;37362
49760;49;49019
29013;29;29067
22240;22;22226
46120;46;46013
24763;24;24127
32135;32;32061
40006;40;40194
01309;1;1023
29194;29;29003
50257;50;50121
50669;50;50252
23658;23;23051
27834;27;27021
26122;26;26118
41120;41;41044
31450;31;31181
06518;6;6037
25680;25;25240
27364;27;27043
47419;47;47008
14115;14;14030
22336;22;22907
25612;25;25156
36211;36;36057
39795;39;39029
15659;15;15017
35543;35;35024
35013;35;35016
25181;25;25210
42258;42;42018
15324;15;15070
30350;30;30016
49590;49;49076
24610;24;24061
22730;22;22032
39719;39;39040
40380;40;40040
08455;8;8108
07609;7;7031
39569;39;39095
37680;37;37331
25184;25;25131
04279;4;4090
40440;40;40185
05154;5;5144
27372;27;27022
34219;34;34133
43004;43;43148
46181;46;46067
31867;31;31126
33202;33;33024
09410;9;9112
32981;32;32054
09140;9;9287
23294;23;23904
38508;38;38020
32545;32;32034
22586;22;22142
07157;7;7005
16270;16;16248
15360;15;15901
31454;31;31181
08511;8;8254
22221;22;22213
23159;23;23093
24510;24;24209
17199;17;17163
18369;18;18188
08243;8;8113
49154;49;49146
32153;32;32026
09592;9;9327
32782;32;32044
35016;35;35016
38720;38;38033
18196;18;18134
03518;3;3045
27299;27;27028
06600;6;6023
15171;15;15058
24226;24;24225
31154;31;31229
05123;5;5160
44121;44;44199
05696;5;5097
33826;33;33078
02156;2;2029
10867;10;10156
37638;37;37304
34191;34;34120
39500;39;39012
17200;17;17117
27751;27;27027
46950;46;46110
08873;8;8122
33784;33;33034
24210;24;24094
27613;27;27057
26120;26;26005
26148;26;26108
41439;41;41901
25576;25;25123
09338;9;9418
12340;12;12070
26370;26;26105
32170;32;32002
35649;35;35014
02249;2;2034
02162;2;2038
35412;35;35006
14700;14;14049
08787;8;8165
27668;27;27006
30170;30;30029
44133;44;44196
01211;9;9109
13150;13;13031
17800;17;17114
27665;27;27012
36654;36;36005
08223;8;8279
49514;49;49003
07720;7;7064
13180;13;13001
19278;19;19052
04005;4;4013
25513;25;25039
37173;37;37328
35214;35;35026
44480;44;44206
39008;39;39075
49722;49;49151
09214;9;9054
33310;33;33009
23520;23;23014
22340;22;22066
18670;18;18184
15119;15;15014
15998;15;15071
18760;18;18006
43360;43;43049
19185;19;19071
33596;33;33036
46592;46;46224
47311;47;47033
12510;12;12101
32839;32;32047
33992;33;33032
02611;2;2057
41009;41;41091
51001;51;51001
10460;10;10110
17495;17;17120
37190;37;37322
46178;46;46262
18413;18;18042
12428;12;12092
13192;13;13015
28500;28;28014
45480;45;45177
02249;2;2066
39294;39;39017
39577;39;39096
25310;25;25003
28120;28;28009
27320;27;27050
06180;6;6015
31293;31;31224
33679;33;33002
03710;3;3047
46725;46;46218
16317;16;16187
34001;34;34120
39232;9;9011
27324;27;27017
27689;27;27901
23006;23;23050
26540;26;26011
38768;38;38027
25511;25;25227
25260;25;25113
08569;8;8901
13194;13;13065
46792;46;46017
24498;24;24109
27269;27;27010
34192;34;34079
32940;32;32081
36437;36;36001
04118;4;4066
08100;8;8124
14320;14;14026
08460;8;8259
14120;14;14030
22337;22;22113
27216;27;27040
47239;47;47218
04271;4;4086
10192;10;10098
27192;27;27028
08480;8;8005
36518;36;36016
50619;50;50148
21591;21;21066
26259;26;26174
49360;49;49085
44192;44;44216
29738;29;29071
37175;37;37250
03699;3;3014
30152;30;30030
36891;36;36042
49121;49;49122
41439;41;41042
42290;42;42149
50266;50;50032
20159;20;20048
07150;7;7005
50440;50;50180
07208;7;7022
18611;18;18133
42311;42;42053
46780;46;46181
32136;32;32076
45691;45;45137
24287;24;24015
09491;9;9400
12549;12;12021
25719;25;25088
28359;28;28147
20216;20;20062
32546;32;32034
22231;22;22251
27234;27;27023
27400;27;27031
46190;46;46214
24857;24;24021
27611;27;27042
37256;37;37337
44500;44;44025
23780;23;23056
15607;15;15069
41008;41;41091
42173;42;42209
34829;34;34027
49177;49;49126
03790;3;3097
39547;39;39080
19119;19;19335
27715;27;27051
09620;9;9332
24192;24;24105
46868;46;46047
27410;27;27031
32624;32;32021
30609;30;30009
46140;46;46201
09226;9;9249
28850;28;28148
29640;29;29054
25124;25;25189
29552;29;29012
24318;24;24014
32748;32;32057
45312;45;45026
25213;25;25072
10828;10;10151
19001;19;19130
03738;3;3082
46026;46;46250
32632;32;32005
11690;11;11024
27878;27;27025
18339;18;18048
41909;41;41085
43205;43;43123
46294;46;46084
41898;41;41057
50012;50;50297
28991;28;28149
41640;41;41068
19283;19;19011
08263;8;8229
19412;19;19053
26532;26;26161
26292;26;26166
27378;27;27015
09320;9;9108
19132;19;19301
19002;19;19130
15543;15;15087
37208;37;37135
42193;42;42043
46013;46;46250
31422;31;31237
16316;16;16111
21309;21;21017
44620;44;44245
22889;22;22130
26259;26;26055
21640;21;21078
24722;24;24152
20700;20;20077
25596;25;25903
08274;8;8212
38595;38;38017
49708;49;49038
29130;29;29007
22791;22;22209
35565;35;35029
15705;15;15078
44540;44;44008
16230;16;16251
50660;50;50252
31650;31;31211
19391;19;19079
34449;34;34096
34300;34;34123
37510;37;37303
47609;47;47198
27655;27;27034
45750;45;45078
49024;49;49275
08472;8;8039
16390;16;16146
32141;32;32076
01169;1;1003
05280;5;5128
30830;30;30030
33548;33;33045
37409;37;37317
16541;16;16160
28890;28;28075
20490;20;20054
19132;19;19018
01208;1;1053
18418;18;18040
20491;20;20021
48630;48;48043
02300;2;2008
49022;49;49275
26321;26;26095
33342;33;33019
39849;39;39002
03870;3;3056
13411;13;13086
17833;17;17218
45159;45;45075
49698;49;49029
10540;10;10123
41567;41;41039
46840;46;46200
16162;16;16211
29754;29;29045
35339;35;35027
31610;31;31258
40184;40;40165
04480;4;4007
07316;7;7058
30202;30;30016
15915;15;15065
02154;2;2083
12133;12;12001
30394;30;30016
37497;37;37359
25199;25;25120
26321;26;26031
25715;25;25005
22484;22;22246
32822;32;32020
42213;42;42029
17164;17;17172
22500;22;22061
08591;8;8014
35369;35;35003
37170;37;37253
31011;31;31201
24766;24;24216
29753;29;29019
18193;18;18134
01007;1;1059
43427;43;43073
17493;17;17223
24448;24;24119
30508;30;30027
32611;32;32071
09350;9;9061
28792;28;28085
09640;9;9169
06198;6;6126
32636;32;32032
37256;37;37367
45930;45;45099
06731;6;6091
17401;17;17009
36490;36;36014
29602;29;29069
40184;40;40019
37452;37;37344
05413;5;5262
37892;37;37310
28737;28;28024
09199;9;9303
13415;13;13015
13194;13;13060
28050;28;28079
33630;33;33033
39510;39;39066
42311;42;42043
24225;24;24058
40001;40;40194
15349;15;15061
23614;23;23060
08798;8;8013
23612;23;23077
18329;18;18061
31698;31;31098
46909;46;46244
03115;3;3014
29011;29;29067
15805;15;15046
32792;32;32058
22420;22;22022
24133;24;24101
33691;33;33024
24161;24;24063
08871;8;8270
49147;49;49138
24843;24;24177
50513;50;50281
31174;31;31076
46148;46;46030
27184;27;27023
37776;37;37213
26100;26;26012
02247;2;2026
03370;3;3111
37456;37;37344
43569;43;43004
05415;5;5100
15387;15;15902
19245;19;19081
31360;31;31107
31241;31;31168
47454;47;47095
35214;35;35031
05197;5;5019
06488;6;6031
04813;4;4006
45631;45;45011
33556;33;33043
45569;45;45169
20493;20;20031
24439;24;24196
29789;29;29053
22337;22;22168
36380;36;36021
09349;9;9267
50002;50;50297
25460;25;25073
18830;18;18098
47850;47;47220
21870;21;21032
46137;46;46199
50019;50;50297
11100;11;11031
15939;15;15011
25797;25;25185
09370;9;9018
16144;16;16085
30165;30;30030
35430;35;35008
22394;22;22113
04829;4;4098
33719;33;33018
21500;21;21035
23528;23;23057
35369;35;35019
42162;42;42089
08902;8;8101
44150;44;44017
03509;3;3069
27272;27;27046
48530;48;48083
43879;43;43014
22486;22;22157
45420;45;45012
33010;33;33044
43718;43;43090
08650;8;8191
22395;22;22907
15688;15;15060
05516;5;5103
03004;3;3014
27830;27;27065
41360;41;41073
05357;5;5139
08970;8;8217
34407;34;34061
49336;49;49139
36955;36;36029
22585;22;22247
24764;24;24166
32647;32;32016
44162;44;44216
10680;10;10116
27826;27;27021
47882;47;47042
39528;39;39091
02538;2;2055
01426;1;1055
08024;8;8019
05114;5;5905
05163;5;5128
32870;32;32042
39691;39;39078
38811;38;38003
41388;41;41088
23150;23;23093
16612;16;16065
47250;47;47090
45613;45;45165
31171;31;31193
33785;33;33034
16150;16;16215
46392;46;46229
28391;28;28157
19222;19;19262
48114;48;48010
25337;25;25047
28296;28;28135
27876;27;27025
37257;37;37302
09107;9;9024
24429;24;24112
38313;38;38026
03325;3;3099
15130;15;15028
05294;5;5093
05530;5;5224
49137;49;49268
13108;13;13051
25164;25;25224
32138;32;32061
15920;15;15072
17750;17;17042
13700;13;13082
18439;18;18044
13110;6;6062
41449;41;41006
